kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
PLAJ;KUM;DENİZ;ŞEMSİYE;YAZ;GÜNEŞLENMEK;1
FALEZ;DİK;KAYALIK;DENİZ;YÜKSEK;KESİK;5
KITA;BÜYÜK;KARA;YEDİ;DÜNYA;HARİTA;2
ASYA;EN BÜYÜK;KITA;ÇİN;NÜFUS;DOĞU;2
AVRUPA;KITA;BATI;ÜLKE;BİRLİK;KÜÇÜK;2
AFRİKA;KITA;SICAK;SAFARİ;ÇÖL;GÜNEY;2
AMERİKA;KITA;KUZEY;GÜNEY;KEŞİF;YENİ;2
AVUSTRALYA;KITA;KANGURU;ADA;GÜNEY;OKYANUS;3
ANTARKTİKA;BUZ;SOĞUK;PENGUEN;GÜNEY;KITA;3
MERİDYEN;ÇİZGİ;HARİTA;DİKEY;SAAT;BOYLAM;5
PARALEL;ÇİZGİ;YATAY;HARİTA;ENLEM;DÜNYA;5
ÖLÇEK;HARİTA;KÜÇÜLTME;ORAN;MESAFE;HESAP;4
LEJANT;HARİTA;İŞARET;AÇIKLAMA;RENK;KÖŞE;5
YÖN;KUZEY;GÜNEY;DOĞU;BATI;BULMAK;2
KUZEY YARIM KÜRE;ÜST;DÜNYA;YAZ;ÜLKE;EKVATOR;4
RÜZGÂR GÜLÜ;YÖN;OK;HARİTA;GÖSTERMEK;DÖRT;5
İKLİM;HAVA;UZUN YIL;SICAK;YAĞIŞ;BÖLGE;3
AKDENİZ İKLİMİ;YAZ KURAK;KIŞ YAĞIŞLI;ZEYTİN;ILIMAN;KIYI;4
KARASAL İKLİM;SERT;KIŞ;İÇ BÖLGE;BOZKIR;FARK;4
MUSON;YAĞMUR;MEVSİM;ASYA;SEL;RÜZGÂR;4
YAĞIŞ;YAĞMUR;KAR;ÖLÇMEK;BULUT;MİLİMETRE;3
KURAKLIK;SU YOK;ÇATLAK;TOPRAK;ÜRÜN;YAĞMURSUZ;3
HEYELAN;TOPRAK;KAYMAK;YAMAÇ;YAĞMUR;YOL;4
TSUNAMİ;DEV DALGA;DEPREM;OKYANUS;KIYI;YIKIM;3
HORTUM;DÖNMEK;RÜZGÂR;HUNİ;SAVURMAK;GÖKYÜZÜ;3
FAY HATTI;DEPREM;KIRIK;YER;HARİTA;RİSK;4
ARTÇI SARSINTI;DEPREM;SONRA;KÜÇÜK;KORKU;DEVAM;4
RİHTER;ÖLÇEK;DEPREM;ŞİDDET;SAYI;BÜYÜKLÜK;5
LAV;VOLKAN;AKMAK;KIZIL;SICAK;ERİMİŞ;3
KRATER;ÇUKUR;VOLKAN;AĞIZ;YUVARLAK;TEPE;4
MAGMA;YER ALTI;ERİMİŞ;SICAK;KAYA;BASINÇ;4
GAYZER;SICAK SU;FIŞKIRMAK;YER ALTI;İZLANDA;BUHAR;5
MAĞARA;KARANLIK;İÇERİ;SARKIT;YARASA;TAŞ;2
SARKIT;MAĞARA;TAVAN;DAMLA;UZUN;YILLAR;5
PERİ BACASI;KAPADOKYA;ŞEKİL;TAŞ;ŞAPKA;TURİST;3
TUZ GÖLÜ;BEYAZ;TUZ;SIĞ;KONYA;YÜRÜMEK;3
AKARSU;AKMAK;YATAK;DEBİ;KAYNAK;DENİZ;4
HAVZA;TOPLAMAK;SU;BÖLGE;NEHİR;GENİŞ;5
MENDERES;KIVRIM;NEHİR;DÜZLÜK;YILAN;AKMAK;5
KANYON;DERİN;DAR;KAYA;NEHİR;YÜKSEK;4
BOĞAZİÇİ;İSTANBUL;YALI;VAPUR;KÖPRÜ;MANZARA;3
MARMARA;DENİZ;İSTANBUL;İÇ;KÜÇÜK;BÖLGE;3
KARADENİZ;YEŞİL;YAĞMUR;HAMSİ;KUZEY;ÇAY;2
EGE;DENİZ;ADA;ZEYTİN;İZMİR;BATI;2
AKDENİZ;SICAK;TURİZM;ANTALYA;MAVİ;GÜNEY;2
ANADOLU;YARIM ADA;TÜRKİYE;TARİH;TOPRAK;ASYA;3
TRAKYA;AVRUPA;TÜRKİYE;EDİRNE;AYÇİÇEĞİ;KÜÇÜK;4
İSTANBUL;İKİ KITA;BOĞAZ;KALABALIK;TARİH;VAPUR;1
ANKARA;BAŞKENT;ORTA;MECLİS;KALE;ŞEHİR;1
İZMİR;EGE;KORDON;SAAT KULESİ;LİMAN;ÜÇÜNCÜ;2
ANTALYA;TURİZM;SAHİL;OTEL;AKDENİZ;ŞELALE;2
TRABZON;KARADENİZ;HAMSİ;YAYLA;SÜMELA;ÇAY;3
ERZURUM;SOĞUK;DOĞU;KAYAK;PALANDÖKEN;KIŞ;3
KONYA;OVA;MEVLANA;BUĞDAY;GENİŞ;İÇ ANADOLU;3
BURSA;YEŞİL;ULUDAĞ;İSKENDER;İPEK;OSMANLI;3
VAN;GÖL;DOĞU;KEDİ;KAHVALTI;KALE;3
ŞANLIURFA;GÖBEKLİTEPE;SICAK;BALIKLI GÖL;PEYGAMBER;ISOT;3
GAZİANTEP;BAKLAVA;MUTFAK;FISTIK;GÜNEYDOĞU;LEZZET;3
RİZE;ÇAY;YAĞMUR;YEŞİL;KARADENİZ;DAĞ;3
MUĞLA;BODRUM;KOY;TATİL;EGE;YAT;3
NEVŞEHİR;KAPADOKYA;BALON;PERİ BACASI;TÜF;TURİST;4
AĞRI DAĞI;EN YÜKSEK;KAR;DOĞU;TIRMANMAK;NUH;3
ULUDAĞ;KAYAK;BURSA;KAR;OTEL;TELEFERİK;3
TOROSLAR;SIRA DAĞ;GÜNEY;YÜKSEK;GEÇİT;AKDENİZ;4
KAÇKARLAR;KARADENİZ;YAYLA;YÜKSEK;YEŞİL;DAĞ;5
FIRAT;NEHİR;UZUN;GÜNEYDOĞU;BARAJ;SU;3
DİCLE;NEHİR;MEZOPOTAMYA;GÜNEYDOĞU;SU;AKMAK;4
KIZILIRMAK;EN UZUN;TÜRKİYE;NEHİR;KIRMIZI;İÇ ANADOLU;4
PAMUKKALE;BEYAZ;TRAVERTEN;DENİZLİ;SICAK SU;TURİST;3
SÜMELA;MANASTIR;KAYA;TRABZON;YÜKSEK;ZİYARET;4
SALDA GÖLÜ;BEYAZ;KUM;MAVİ;BURDUR;TEMİZ;4
ABANT;GÖL;BOLU;ORMAN;SERİN;GEZİ;4
ÖLÜDENİZ;FETHİYE;MAVİ;KOY;YAMAÇ PARAŞÜTÜ;KUM;3
NÜFUS;İNSAN SAYISI;ARTMAK;SAYIM;YOĞUNLUK;ÜLKE;3
NÜFUS YOĞUNLUĞU;KİŞİ;KİLOMETRE KARE;ÇOK;ŞEHİR;HESAP;5
KENTLEŞME;ŞEHİR;GÖÇ;BÜYÜMEK;BİNA;KÖY;4
BAŞKENT;YÖNETİM;DEVLET;MERKEZ;MECLİS;ŞEHİR;2
SINIR;İKİ ÜLKE;GEÇMEK;ÇİZGİ;KAPI;HARİTA;2
BAYRAK;DİREK;RENK;ÜLKE;DALGALANMAK;SEMBOL;2
ÜLKE;SINIR;HALK;DEVLET;HARİTA;BAYRAK;2
ALMANYA;AVRUPA;ARABA;BERLİN;GURBET;SANAYİ;2
FRANSA;PARİS;KULE;ŞARAP;AVRUPA;MODA;2
İTALYA;ÇİZME;PİZZA;ROMA;SANAT;AVRUPA;2
İSPANYA;BOĞA;FLAMENKO;MADRİD;GÜNEŞ;AVRUPA;3
İNGİLTERE;LONDRA;YAĞMUR;KRALİÇE;ADA;ÇAY;2
RUSYA;BÜYÜK;SOĞUK;MOSKOVA;KAR;KUZEY;2
ÇİN;KALABALIK;ÜRETİM;SEDDİ;ASYA;PİRİNÇ;2
JAPONYA;ADA;TEKNOLOJİ;KİRAZ;DEPREM;DOĞU;2
HİNDİSTAN;KALABALIK;BAHARAT;TAC MAHAL;ASYA;NEHİR;3
BREZİLYA;FUTBOL;AMAZON;KARNAVAL;GÜNEY;ORMAN;2
MISIR;PİRAMİT;NİL;ÇÖL;AFRİKA;FİRAVUN;2
YUNANİSTAN;ADA;KOMŞU;ZEYTİN;ANTİK;MAVİ;3
AZERBAYCAN;KARDEŞ;BAKÜ;PETROL;TÜRK;KAFKAS;3
SURİYE;KOMŞU;GÜNEY;SAVAŞ;ŞAM;SINIR;3
AMAZON;ORMAN;NEHİR;YAĞMUR;GÜNEY AMERİKA;TÜR;3
SAHRA;ÇÖL;AFRİKA;KUM;EN BÜYÜK;SICAK;3
HİMALAYA;YÜKSEK;EVEREST;ASYA;KAR;SIRA DAĞ;3
EVEREST;EN YÜKSEK;TIRMANMAK;OKSİJEN;NEPAL;ZİRVE;3
NİL;EN UZUN;NEHİR;MISIR;AFRİKA;AKMAK;3
BOĞAZ KÖPRÜSÜ;İSTANBUL;ASYA;AVRUPA;GEÇMEK;ASMA;3
TELEFERİK;YUKARI;KABİN;TEL;DAĞ;MANZARA;3
MAKİ;ÇALILIK;AKDENİZ;KISA;BİTKİ;YEŞİL;5
EGE BÖLGESİ;İZMİR;ZEYTİN;TURİZM;BATI;OVA;3
İÇ ANADOLU;BOZKIR;KURAK;ANKARA;BUĞDAY;ORTA;3
DOĞU ANADOLU;YÜKSEK;SOĞUK;HAYVANCILIK;DAĞ;GENİŞ;3
MARMARA BÖLGESİ;SANAYİ;NÜFUS;İSTANBUL;KÜÇÜK;DENİZ;4
YEDİ BÖLGE;TÜRKİYE;AYIRMAK;COĞRAFYA;HARİTA;İSİM;4
İL;ŞEHİR;PLAKA;VALİ;SEKSEN BİR;YÖNETİM;3
İLÇE;İL;KÜÇÜK;KAYMAKAM;BÖLÜM;İDARE;4
PLAKA;ARABA;NUMARA;İL;ARKA;TANIMAK;3
VALİ;İL;DEVLET;ATAMA;MAKAM;YÖNETMEK;4
TARIM;TOPRAK;EKMEK;ÜRÜN;ÇİFTÇİ;HASAT;2
HAYVANCILIK;SÜRÜ;SÜT;ET;ÇOBAN;BESLEMEK;3
BALIKÇILIK;AĞ;TEKNE;DENİZ;AV;SEZON;3
MADENCİLİK;YER ALTI;ÇIKARMAK;OCAK;İŞÇİ;CEVHER;4
SANAYİ;FABRİKA;ÜRETİM;BACA;İŞÇİ;BÖLGE;3
TURİZM;GEZMEK;OTEL;DÖVİZ;SEZON;ZİYARETÇİ;2
SULAMA KANALI;TARLA;SU;GETİRMEK;BETON;UZUN;4
TERASLAMA;YAMAÇ;BASAMAK;TARIM;EROZYON;ÖNLEMEK;5
EROZYON;TOPRAK;AŞINMA;RÜZGÂR;SU;KAYBETMEK;4
ÇÖLLEŞME;KURAK;TOPRAK;YAYILMAK;KUM;TEHLİKE;4
AĞAÇLANDIRMA;FİDAN;DİKMEK;ORMAN;TOPRAK;KAMPANYA;3
MİLLİ PARK;KORUMA;DOĞA;ZİYARET;SINIR;YASAK;3
SULAK ALAN;KUŞ;GÖÇ;KORUMA;SU;YAŞAM;5
KUŞ CENNETİ;BANDIRMA;GÖÇMEN;GÖZLEM;SULAK;TÜR;4
GÖÇMEN KUŞ;MEVSİM;UÇMAK;SÜRÜ;SICAK;DÖNMEK;3
DEPREM KUŞAĞI;FAY;RİSK;HARİTA;TÜRKİYE;BÖLGE;4
YER KABUĞU;KATMAN;İNCE;ÜST;KAYA;HAREKET;4
LEVHA;YER KABUĞU;HAREKET;ÇARPIŞMAK;DEPREM;PARÇA;5
YER ALTI SUYU;KUYU;ÇEKMEK;TEMİZ;DERİN;KAYNAK;4
ARTEZYEN;KUYU;BASINÇ;FIŞKIRMAK;SU;AÇMAK;5
KUYU;DERİN;SU;KOVA;ÇEKMEK;YUVARLAK;3
VAHA;ÇÖL;SU;PALMİYE;YEŞİL;DİNLENMEK;4
KUMUL;ÇÖL;RÜZGÂR;TEPE;KUM;HAREKET;5
SERAP;ÇÖL;GÖRÜNTÜ;SU SANMAK;SICAK;ALDANMAK;4
KERVAN;DEVE;ÇÖL;YOL;YÜK;SIRA;3
BUZ DAĞI;DENİZ;ÜÇTE BİR;BEYAZ;YÜZMEK;TEHLİKE;3
FİYORT;DAR;DERİN;NORVEÇ;BUZUL;KIYI;5
TUNDRA;SOĞUK;AĞAÇSIZ;KUZEY;YOSUN;DONMUŞ;5
TAYGA;İĞNE YAPRAK;ORMAN;SOĞUK;SİBİRYA;GENİŞ;5
SAVAN;OT;AFRİKA;AĞAÇ;ASLAN;KURAK MEVSİM;4
YAĞMUR ORMANI;NEM;SIK;TÜR;SICAK;AMAZON;3
MERCAN RESİFİ;RENKLİ;DENİZ;SIĞ;CANLI;AVUSTRALYA;4
GELGİT;DENİZ;ÇEKİLMEK;AY;YÜKSELMEK;KIYI;4
AKINTI;SU;YÖN;HIZ;TEHLİKE;SÜRÜKLEMEK;3
DALGA;DENİZ;RÜZGÂR;KIYI;VURMAK;KÖPÜK;2
LODOS;RÜZGÂR;GÜNEY;VAPUR;İPTAL;ISITMAK;4
POYRAZ;RÜZGÂR;KUZEY;SOĞUK;ESMEK;DENİZ;4
METEOROLOJİ;TAHMİN;HAVA;UYDU;HARİTA;UZMAN;4
DON OLAYI;SOĞUK;ÜRÜN;GECE;ZARAR;BUZ;5
KIRAĞI;SOĞUK;BEYAZ;SABAH;ÇİMEN;İNCE;5
YAĞMUR ÖLÇER;MİLİMETRE;KAP;İSTASYON;ÖLÇMEK;VERİ;5
KİLLİ TOPRAK;AĞIR;SU TUTMAK;ÇÖMLEK;YAPIŞKAN;TARIM;5
VERİMLİLİK;TOPRAK;ÜRÜN;ÇOK;ARTIRMAK;TARIM;4
NADAS;TARLA;DİNLENDİRMEK;EKMEMEK;BİR YIL;VERİM;5
SERACILIK;PLASTİK;KIŞ;SEBZE;ANTALYA;SICAK;4
ZEYTİNLİK;AĞAÇ;EGE;HASAT;YEŞİL;TARLA;4
BAĞ;ÜZÜM;ASMA;TOPLAMAK;SIRA;TARLA;3
FINDIK BAHÇESİ;KARADENİZ;TOPLAMAK;YAMAÇ;AĞUSTOS;İHRACAT;4
PAMUK TARLASI;BEYAZ;TOPLAMAK;ÇUKUROVA;SICAK;İPLİK;4
ÇAY BAHÇESİ;RİZE;TOPLAMAK;YEŞİL;YAMAÇ;MAKAS;3
ÇUKUROVA;ADANA;OVA;PAMUK;SICAK;VERİMLİ;4
GEDİZ;NEHİR;EGE;OVA;AKMAK;MANİSA;5
SEYHAN;NEHİR;ADANA;BARAJ;AKMAK;GÜNEY;5
MERİÇ;NEHİR;EDİRNE;SINIR;TAŞMAK;TRAKYA;5
VAN GÖLÜ;EN BÜYÜK;SODALI;DOĞU;İNCİ KEFALİ;TEKNE;3
BEYŞEHİR;GÖL;KONYA;TATLI SU;BÜYÜK;BALIK;5
EĞİRDİR;GÖL;ISPARTA;TATLI;ELMA;MANZARA;5
ULUABAT;GÖL;BURSA;SIĞ;KUŞ;NİLÜFER;5
KAZ DAĞLARI;OKSİJEN;BALIKESİR;ORMAN;YEŞİL;YAYLA;4
ILGAZ;DAĞ;KASTAMONU;KAYAK;ORMAN;KAR;5
ERCİYES;KAYSERİ;VOLKAN;KAYAK;YÜKSEK;KAR;4
HASAN DAĞI;AKSARAY;VOLKAN;KONİ;KAPADOKYA;KAR;5
KAPLICA;SICAK SU;ŞİFA;HAVUZ;TESİS;ROMATİZMA;3
ÇAMUR BANYOSU;ŞİFA;KAPLICA;SÜRÜNMEK;TESİS;CİLT;5
YAT LİMANI;TEKNE;BAĞLAMAK;MARİNA;TATİL;SIRA;4
DALGAKIRAN;LİMAN;TAŞ;KORUMAK;DENİZ;YIĞIN;5
RIHTIM;GEMİ;YANAŞMAK;BETON;LİMAN;YÜK;4
FERİBOT;ARABA;GEÇİRMEK;DENİZ;YÜKLEMEK;KARŞI;3
VİYADÜK;YÜKSEK;YOL;AYAK;VADİ;GEÇMEK;5
OTOYOL;GENİŞ;HIZLI;GİŞE;ŞERİT;UZUN;3
DEMİR YOLU;RAY;TREN;İSTASYON;UZUN;TAŞIMA;3
ZAMAN DİLİMİ;SAAT;FARK;ÜLKE;HARİTA;İLERİ;4
YAZ SAATİ;İLERİ ALMAK;GÜNDÜZ;TASARRUF;SAAT;DEĞİŞİM;5
KUZEY KUTBU;BUZ;AYI;SOĞUK;OKYANUS;GECE;3
GÜNEY KUTBU;BUZ;PENGUEN;KITA;SOĞUK;ARAŞTIRMA;3
GRÖNLAND;BUZ;ADA;BÜYÜK;KUZEY;SOĞUK;5
İZLANDA;ADA;GAYZER;VOLKAN;KUZEY;SOĞUK;4
NORVEÇ;FİYORT;KUZEY;SOMON;SOĞUK;DENİZCİ;4
İSVİÇRE;DAĞ;SAAT;ÇİKOLATA;TARAFSIZ;ALP;3
HOLLANDA;LALE;YEL DEĞİRMENİ;DÜZ;BİSİKLET;SET;3
PORTEKİZ;ATLAS;LİZBON;DENİZCİ;BATI;AVRUPA;4
KANADA;AKÇAAĞAÇ;SOĞUK;GENİŞ;KUZEY;ORMAN;3
MEKSİKA;SOMBRERO;ACI;KAKTÜS;MAYA;GÜNEY;3
ARJANTİN;TANGO;FUTBOL;GÜNEY;ET;PAMPA;3
GÜNEY AFRİKA;ELMAS;SAFARİ;OKYANUS;ÜLKE;MANDELA;4
FAS;ATLAS;ÇÖL;BAHARAT;AFRİKA;KUZEY;4
İRAN;KOMŞU;DOĞU;HALI;FARSÇA;PETROL;3
IRAK;KOMŞU;GÜNEY;DİCLE;BAĞDAT;PETROL;3
KIBRIS;ADA;AKDENİZ;KUZEY;TÜRK;YAKIN;3
BALKANLAR;YARIMADA;AVRUPA;ÜLKE;GÜNEYDOĞU;DAĞ;4
KAFKASYA;DAĞ;GÜRCİSTAN;GEÇİT;KUZEYDOĞU;BÖLGE;5
ORTA DOĞU;PETROL;ÇÖL;BÖLGE;ASYA;SICAK;3
UZAK DOĞU;ÇİN;JAPONYA;ASYA;PİRİNÇ;DOĞU;3
ATLAS OKYANUSU;AVRUPA;AMERİKA;ARASINDA;GENİŞ;GEMİ;4
BÜYÜK OKYANUS;EN BÜYÜK;ASYA;AMERİKA;DERİN;SU;4
HİNT OKYANUSU;GÜNEY;ASYA;AFRİKA;SICAK;SU;5
KIZILDENİZ;DAR;MISIR;TUZLU;GEÇİT;İSİM;4
HAZAR;GÖL;EN BÜYÜK;PETROL;AZERBAYCAN;TUZLU;4
ARAL;GÖL;KURUMAK;ORTA ASYA;FELAKET;KÜÇÜLMEK;5
BAYKAL;GÖL;EN DERİN;SİBİRYA;TATLI SU;BUZ;5
KUTUP AYISI;BEYAZ;BUZ;AVLANMAK;KUZEY;TEHLİKE;3
PENGUEN;SİYAH BEYAZ;BUZ;YÜRÜMEK;YÜZMEK;GÜNEY;2
KANGURU;AVUSTRALYA;ZIPLAMAK;KESE;YAVRU;KUYRUK;2
DEVEKUŞU;UÇAMAZ;HIZLI;UZUN BOYUN;YUMURTA;AFRİKA;3
HİPOPOTAM;SU;İRİ;AFRİKA;AĞIZ;NEHİR;3
GERGEDAN;BOYNUZ;KALIN DERİ;AFRİKA;İRİ;TEHLİKE;3
PANDA;ÇİN;BAMBU;SİYAH BEYAZ;NADİR;TIRMANMAK;2
LAMA;AND;TÜKÜRMEK;YÜN;DAĞ;GÜNEY AMERİKA;4
KOALA;AVUSTRALYA;AĞAÇ;UYKU;YAPRAK;YAVAŞ;3
FLAMİNGO;PEMBE;TEK AYAK;SULAK;UZUN BOYUN;SÜRÜ;3
KÜRE;YUVARLAK;DÜNYA;DÖNDÜRMEK;MASA;MODEL;3
