kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
KÖPRÜ GEÇİŞİ;ÜCRET;OTOMATİK;PLAKA;GEÇMEK;YOL;4
YOLCU SALONU;BEKLEMEK;KOLTUK;EKRAN;ANONS;KALABALIK;3
ANONS;SES;DUYURU;SALON;UÇUŞ;DİNLEMEK;3
VARIŞ;ULAŞMAK;ŞEHİR;SAAT;YOLCULUK;SON;3
YOLCULUK;GİTMEK;UZUN;YOL;HEYECAN;VARMAK;2
TATİL KÖYÜ;DENİZ;ANİMASYON;BUNGALOV;AKTİVİTE;YAZ;3
BUNGALOV;AHŞAP;KÜÇÜK;EV;DOĞA;TATİL;4
ÇADIR KURMAK;KAZIK;İP;DOĞA;GECELEMEK;KAMP;3
UYKU TULUMU;KAMP;ÇADIR;SICAK;FERMUAR;YATMAK;3
KAMP ATEŞİ;ODUN;GECE;SOHBET;ISINMAK;DOĞA;3
KARAVAN;ARABA;ÇEKMEK;EV;YOLCULUK;MUTFAK;3
DOĞA YÜRÜYÜŞÜ;PATİKA;ORMAN;BOT;GRUP;TEMİZ HAVA;3
PATİKA;DAR;YOL;ORMAN;YÜRÜMEK;İZ;4
UZUN YÜRÜYÜŞ;GÜN;DAĞ;ÇANTA;ROTA;YORULMAK;4
MANZARA;BAKMAK;GÜZEL;TEPE;FOTOĞRAF;GENİŞ;2
GÜN BATIMI;TURUNCU;AKŞAM;FOTOĞRAF;DENİZ;İZLEMEK;2
GÜN DOĞUMU;SABAH;ERKEN;TEPE;IŞIK;İZLEMEK;3
POZ VERMEK;GÜLÜMSEMEK;FOTOĞRAF;DURMAK;KAMERA;HATIRA;3
SEYAHAT DEFTERİ;YAZMAK;ANI;GÜN;NOT;GEZİ;4
DİL SORUNU;ANLAŞAMAMAK;EL KOL;YABANCI;ÇEVİRİ;GÜLMEK;4
YEREL YEMEK;TATMAK;ŞEHİR;ÖZGÜ;LEZZET;DENEMEK;3
SOKAK LEZZETİ;TEZGÂH;UCUZ;HIZLI;YEREL;YEMEK;4
ANTİKA DÜKKÂNI;ESKİ;EŞYA;BULMAK;PAZARLIK;TOZ;4
MÜZE KARTI;GİRİŞ;YILLIK;ÜCRET;ZİYARET;İNDİRİM;4
GİRİŞ ÜCRETİ;BİLET;ÖDEME;GİŞE;MÜZE;FİYAT;3
SESLİ REHBER;KULAKLIK;MÜZE;ANLATMAK;NUMARA;CİHAZ;4
AÇIK HAVA MÜZESİ;KALINTI;GEZMEK;GÜNEŞ;TARİHÎ;YÜRÜMEK;4
ÖREN YERİ;ANTİK;KALINTI;GEZMEK;TAŞ;TARİHÎ;5
BALON TURU;KAPADOKYA;SABAH;YÜKSELMEK;SEPET;MANZARA;3
ŞNORKEL;MASKE;BORU;YÜZMEK;BALIK;SIĞ;4
PLAJ HAVLUSU;SERMEK;KUM;BÜYÜK;GÜNEŞ;ISLAK;3
GÜNEŞ GÖZLÜĞÜ;KORUMA;TAKMAK;YAZ;KOYU;CAM;2
TATİL DÖNÜŞÜ;YORGUN;TRAFİK;BAVUL;İŞ;HÜZÜN;3
BAVUL TOPLAMAK;KATLAMAK;YER;UNUTMAK;LİSTE;KAPATMAK;3
BAVUL AĞIRLIĞI;KİLO;SINIR;TARTMAK;EKSTRA;ÜCRET;4
VALİZ;TEKERLEK;ÇEKMEK;SERT;KİLİT;YOLCULUK;2
YURT DIŞI;BAŞKA ÜLKE;PASAPORT;UÇAK;DİL;GEZMEK;3
YURT İÇİ;TÜRKİYE;KİMLİK;OTOBÜS;YAKIN;GEZMEK;3
BALAYI;EVLİLİK;SONRASI;TATİL;ÇİFT;ROMANTİK;3
AİLE TATİLİ;ÇOCUK;DENİZ;OTEL;BİRLİKTE;YAZ;2
YAZ TATİLİ;OKUL;DENİZ;UZUN;SICAK;PLAN;1
KIŞ TATİLİ;KAYAK;KAR;OTEL;ŞÖMİNE;SOĞUK;3
SÖMESTİR;OKUL;ARA;ŞUBAT;TATİL;KISA;3
BAYRAM TATİLİ;UZUN;YOL;MEMLEKET;TRAFİK;İZİN;3
YOL DURUMU;KAPALI;KAR;HABER;KONTROL;GİTMEK;4
YOL YARDIMI;ARIZA;ÇEKİCİ;ARAMAK;BEKLEMEK;SİGORTA;4
ÇEKİCİ;ARIZA;ARABA;TAŞIMAK;YÜKLEMEK;YOL;4
LASTİK PATLAMASI;STEPNE;KRİKO;DEĞİŞTİRMEK;YOL;DURMAK;3
STEPNE;YEDEK;LASTİK;BAGAJ;TAKMAK;PATLAK;4
KRİKO;KALDIRMAK;ARABA;LASTİK;BAGAJ;ÇEVİRMEK;4
YOL KENARI;DURMAK;PARK;TEHLİKE;ÜÇGEN;ARABA;4
VİZE REDDİ;OLUMSUZ;BAŞVURU;ÜZÜLMEK;TEKRAR;BELGE;5
VARIŞ SALONU;BAGAJ;KARŞILAMAK;ÇİÇEK;PANKART;KAPI;3
KARŞILAMA;ÇİÇEK;SARILMAK;HAVAALANI;BEKLEMEK;SEVİNÇ;3
PENCERE KENARI;UÇAK;MANZARA;BULUT;SEÇMEK;KOLTUK;3
KORİDOR KOLTUĞU;UÇAK;KALKMAK;RAHAT;GEÇMEK;SEÇMEK;4
UÇUŞ KORKUSU;TÜRBÜLANS;SIKMAK;NEFES;SAKİN;YOLCU;3
TÜRBÜLANS;SARSINTI;KEMER;UÇAK;BULUT;GEÇİCİ;4
EMNİYET KEMERİ;TAKMAK;IŞIK;UÇAK;ARABA;GÜVENLİK;2
EYFEL KULESİ;PARİS;DEMİR;YÜKSEK;IŞIK;SİMGE;2
ÖZGÜRLÜK HEYKELİ;NEW YORK;MEŞALE;YEŞİL;ADA;SİMGE;3
BÜYÜK BEN;LONDRA;SAAT;KULE;ÇAN;SİMGE;3
PİZA KULESİ;EĞİK;İTALYA;FOTOĞRAF;BEYAZ;DÜŞMEMEK;3
TAC MAHAL;HİNDİSTAN;BEYAZ;MERMER;AŞK;TÜRBE;3
LOUVRE;PARİS;MÜZE;PİRAMİT;TABLO;CAM;4
MONA LİSA;TABLO;GÜLÜMSEME;LOUVRE;KÜÇÜK;ÜNLÜ;3
VENEDİK;KANAL;GONDOL;İTALYA;SU;KÖPRÜ;3
GONDOL;VENEDİK;DAR;KÜREK;SİYAH;TEKNE;4
AMSTERDAM;KANAL;BİSİKLET;HOLLANDA;LALE;EV;4
BARSELONA;İSPANYA;GAUDİ;PLAJ;FUTBOL;MİMARİ;4
PRAG;ÇEKYA;KÖPRÜ;SAAT;ESKİ ŞEHİR;UCUZ;4
VİYANA;AVUSTURYA;MÜZİK;SARAY;KAHVE;OPERA;4
BERLİN;ALMANYA;DUVAR;BAŞKENT;KAPI;TARİH;3
ROMA;İTALYA;ANTİK;ÇEŞME;DİLEK;BAŞKENT;3
DUBAİ;ÇÖL;GÖKDELEN;LÜKS;ALIŞVERİŞ;SICAK;3
TOKYO;JAPONYA;KALABALIK;NEON;METRO;BAŞKENT;3
NEW YORK;GÖKDELEN;SARI TAKSİ;AMERİKA;MEYDAN;BÜYÜK;2
LONDRA;İNGİLTERE;ÇİFT KATLI;YAĞMUR;KIRMIZI;SARAY;2
PARİS;FRANSA;KULE;AŞK;MODA;BAŞKENT;2
GÖKDELEN;YÜKSEK;CAM;ŞEHİR;ASANSÖR;KAT;2
KATEDRAL;KİLİSE;BÜYÜK;VİTRAY;KULE;AVRUPA;4
GEZİ OTOBÜSÜ;ÜSTÜ AÇIK;ŞEHİR;TUR;KULAKLIK;DURAK;4
ŞEHİR TURU;GEZMEK;YER;GÜN;REHBER;OTOBÜS;3
YÜRÜYÜŞ TURU;GRUP;REHBER;SOKAK;ANLATMAK;ÜCRETSİZ;4
BİSİKLET TURU;PEDAL;GRUP;ŞEHİR;KİRALAMAK;GEZMEK;3
SAFARİ;AFRİKA;ARAÇ;HAYVAN;DÜRBÜN;FOTOĞRAF;3
HAYVANAT BAHÇESİ;KAFES;ÇOCUK;GEZMEK;ASLAN;BİLET;2
TEMA PARKI;ÇOCUK;OYUNCAK;GİRİŞ;GÜN;EĞLENCE;4
KAYAK MERKEZİ;PİST;OTEL;TELESİYEJ;KAR;DAĞ;3
TELESİYEJ;KAYAK;YUKARI;KOLTUK;TEL;ÇIKMAK;5
TERMAL OTEL;KAPLICA;SICAK SU;TATİL;ŞİFA;HAVUZ;4
SPA;MASAJ;OTEL;RAHATLAMA;BUHAR;BAKIM;4
SAUNA;SICAK;AHŞAP;TERLEMEK;BUHAR;OTURMAK;3
CAN YELEĞİ;TURUNCU;GİYMEK;TEKNE;GÜVENLİK;SU;3
SU KAYAĞI;HALAT;TEKNE;DENGE;HIZ;DENİZ;4
DALIŞ TÜPÜ;OKSİJEN;SIRT;DENİZ;DERİN;AĞIR;4
LİMAN ŞEHRİ;GEMİ;DENİZ;TİCARET;KIYI;YOĞUN;4
ESKİ ŞEHİR;TAŞ SOKAK;TARİHÎ;GEZMEK;SURLAR;MERKEZ;3
ARNAVUT KALDIRIMI;TAŞ;SOKAK;ESKİ;YÜRÜMEK;ZOR;4
SOKAK MÜZİSYENİ;GİTAR;PARA;KALDIRIM;DİNLEMEK;ŞAPKA;3
CADDE;GENİŞ;DÜKKÂN;YÜRÜMEK;İSİM;ŞEHİR;2
YAYA BÖLGESİ;ARABA YOK;YÜRÜMEK;DÜKKÂN;KALABALIK;MERKEZ;4
OTEL YORUMU;PUAN;YAZMAK;OKUMAK;SEÇMEK;İNTERNET;4
YILDIZ SAYISI;OTEL;KALİTE;BEŞ;DEĞERLENDİRME;FİYAT;4
TATİL BÜTÇESİ;PLAN;PARA;HARCAMA;SINIR;HESAP;4
DÖVİZ BOZDURMAK;KUR;BÜRO;PARA;YURT DIŞI;İŞLEM;4
YOL YORGUNLUĞU;UYKU;UZUN;DİNLENMEK;VARMAK;BİTKİN;3
SAAT FARKI;UYKU;YOLCULUK;ALIŞMAK;YORGUN;ÜLKE;4
VARIŞ NOKTASI;HEDEF;ŞEHİR;ULAŞMAK;PLAN;SON;4
GECELEME;BİR GECE;KALMAK;OTEL;ÜCRET;YOL;4
TATİL BELDESİ;DENİZ;OTEL;KALABALIK;YAZ;KÜÇÜK;3
YÜKSEK SEZON;PAHALI;KALABALIK;TEMMUZ;TATİL;YOĞUN;4
SESSİZ SEZON;UCUZ;BOŞ;KIŞ;TATİL;SAKİN;4
GECE OTOBÜSÜ;UYUMAK;UZUN;YOL;SABAH;VARMAK;3
YATAKLI TREN;KUŞET;UZUN;GECE;YOLCULUK;VAGON;4
VAGON;TREN;BAĞLANMAK;YOLCU;SIRA;KAPI;3
KOMPARTIMAN;TREN;KAPALI;BÖLÜM;KARŞILIKLI;KOLTUK;5
RAYLI SİSTEM;METRO;TRAMVAY;ŞEHİR;ULAŞIM;HAT;4
TRAMVAY;RAY;ŞEHİR;CADDE;NOSTALJİ;DURAK;3
FÜNİKÜLER;YOKUŞ;RAY;KISA;ÇEKMEK;İSTANBUL;5
METROBÜS;YOL;KALABALIK;HIZLI;İSTANBUL;DURAK;3
ULAŞIM KARTI;BASMAK;BAKİYE;OTOBÜS;METRO;ŞEHİR;3
TAKSİ TUTMAK;EL KALDIRMAK;YOL;ÜCRET;ADRES;BİNMEK;3
YOL SORMAK;YABANCI;TARİF;EL;ANLAMAK;YÜRÜMEK;3
KAYBOLMAK;YOL;HARİTA;PANİK;SORMAK;BULMAK;3
KONUM;NEREDE;HARİTA;İŞARET;PAYLAŞMAK;BULMAK;3
YABANCI DİL;İNGİLİZCE;ÖĞRENMEK;KONUŞMAK;KURS;GEREKLİ;3
EL KOL HAREKETİ;ANLATMAK;DİL YOK;YABANCI;İŞARET;GÜLMEK;4
KÜLTÜR ŞOKU;FARKLI;ALIŞMAK;YABANCI;ŞAŞIRMAK;ÜLKE;4
YEREL HALK;YAŞAMAK;SAMİMİ;YARDIM;TANIŞMAK;ŞEHİR;3
EV SAHİBİ;KARŞILAMAK;KALMAK;İKRAM;YABANCI;TEŞEKKÜR;3
TATİL ANISI;FOTOĞRAF;HATIRLAMAK;GÜZEL;ANLATMAK;YIL;3
SEYAHAT BLOGU;YAZMAK;PAYLAŞMAK;GEZİ;İNTERNET;TAVSİYE;4
TAVSİYE;ÖNERİ;SORMAK;DENEYİM;YER;SÖYLEMEK;3
KEŞFETMEK;YENİ;BULMAK;GEZMEK;MERAK;YER;3
OTOSTOP;YOL;BAŞPARMAK;ARABA;DURDURMAK;ÜCRETSİZ;4
KAMPÇILIK;ÇADIR;DOĞA;GECE;ATEŞ;MALZEME;3
EL FENERİ;IŞIK;PİL;KARANLIK;TUTMAK;KAMP;3
HARİTA OKUMAK;YÖN;İŞARET;BULMAK;ÖLÇEK;KATLAMAK;4
PLAN DEĞİŞİKLİĞİ;İPTAL;YENİ;KARAR;ANİ;ÜZÜLMEK;4
İPTAL;VAZGEÇMEK;PARA İADE;REZERVASYON;BİLET;HABER;3
PARA İADESİ;GERİ;ÖDEME;İPTAL;BEKLEMEK;HESAP;4
BİLET DEĞİŞİMİ;TARİH;ÜCRET;YENİ;İŞLEM;GİŞE;4
UÇUŞ İPTALİ;HAVA;ANONS;YOLCU;BEKLEMEK;OTEL;4
KAYIP BAGAJ;BULUNMAMAK;ŞİKÂYET;FORM;BEKLEMEK;HAVAALANI;4
PASAPORT KAYBI;KONSOLOSLUK;PANİK;BELGE;YENİ;BAŞVURU;4
ACİL DURUM;PANİK;YARDIM;PLAN;ARAMAK;SAKİN;3
BOYUN YASTIĞI;UÇAK;UYUMAK;ŞİŞME;RAHAT;TAKMAK;3
GÖZ BANDI;UYKU;KARANLIK;UÇAK;TAKMAK;SİYAH;4
KULAK TIKACI;GÜRÜLTÜ;UYKU;YUMUŞAK;TAKMAK;SESSİZ;4
GÜNEŞLENMEK;PLAJ;BRONZLAŞMAK;UZANMAK;SAAT;KREM;3
BRONZLAŞMAK;GÜNEŞ;TEN;KOYULAŞMAK;YAZ;PLAJ;4
DENİZ SUYU;TUZLU;SERİN;YÜZMEK;DALGA;MAVİ;2
KUM KALESİ;ÇOCUK;KOVA;KÜREK;PLAJ;YAPMAK;3
DENİZ KABUĞU;TOPLAMAK;KUM;SES;KÜÇÜK;HATIRA;3
DALGA SESİ;SAKİN;DİNLEMEK;KIYI;UYKU;DOĞAL;3
AKŞAM YÜRÜYÜŞÜ;SAHİL;SERİN;SOHBET;ADIM;GÜN SONU;3
ANİMASYON EKİBİ;OTEL;OYUN;DANS;ÇOCUK;NEŞE;4
OTEL KAHVALTISI;ÇEŞİT;SABAH;BÜFE;TABAK;GEÇ KALKMAK;3
GECE HAYATI;MÜZİK;KALABALIK;SOKAK;EĞLENCE;GEÇ;3
YEREL FESTİVAL;ŞEHİR;GELENEK;GÖSTERİ;KALABALIK;YIL;4
AÇIK PAZAR;TEZGÂH;YEREL;ÜRÜN;GEZMEK;SABAH;3
EL SANATLARI;YEREL;ÜRETİM;SATMAK;HEDİYE;USTA;3
YÖRESEL ÜRÜN;ÖZGÜ;ALMAK;ŞEHİR;HEDİYE;TATMAK;3
GEZİ LİSTESİ;YERLER;YAZMAK;SIRA;HAYAL;PLAN;4
VİZESİZ ÜLKE;PASAPORT;KOLAY;GİTMEK;SINIR;LİSTE;4
SINIR KAPISI;GEÇİŞ;KUYRUK;PASAPORT;ARABA;ÜLKE;3
GÜMRÜK BEYANI;EŞYA;BİLDİRMEK;FORM;SINIR;KONTROL;5
VERGİ İADESİ;YURT DIŞI;ALIŞVERİŞ;FİŞ;HAVAALANI;GERİ;5
UÇUŞ MİLİ;BİRİKTİRMEK;KART;ÜCRETSİZ;BİLET;PROGRAM;5
HAVAYOLU;ŞİRKET;UÇAK;LOGO;UÇUŞ;BİLET;3
KABİN EKİBİ;HOSTES;GÜVENLİK;İKRAM;ANONS;ÜNİFORMA;3
UÇAK YEMEĞİ;TEPSİ;KÜÇÜK;SEÇİM;PLASTİK;İKRAM;3
BULUTLARIN ÜSTÜ;MAVİ;GÜNEŞ;UÇAK;PENCERE;MANZARA;4
UZUN UÇUŞ;SAAT;SIKILMAK;FİLM;UYKU;OKYANUS;3
