kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
KİRİL ALFABESİ;RUS;HARF;FARKLI;YAZI;DOĞU;5
ARAP ALFABESİ;SAĞDAN;HARF;YAZI;OSMANLI;NOKTA;4
ÇİN ALFABESİ;KARAKTER;ÇOK;ÖĞRENMEK;YAZI;ZOR;4
DÜNYA DİLLERİ;ÇEŞİT;KONUŞMAK;ÖĞRENMEK;SAYI;FARKLI;4
İNGİLİZCE;DÜNYA DİLİ;ÖĞRENMEK;KURS;YAYGIN;KELİME;2
ESPERANTO;YAPAY;DİL;ORTAK;ÖĞRENMEK;DENEME;5
İŞARET DİLİ;EL;SAĞIR;ANLATMAK;ÖĞRENMEK;İLETİŞİM;3
KÖRLER ALFABESİ;NOKTA;PARMAK;OKUMAK;KABARTMA;GÖRME;4
TRAFİK İŞARETİ;LEVHA;YOL;UYARI;ÜÇGEN;RENK;3
DUR LEVHASI;KIRMIZI;SEKİZGEN;YOL;DURMAK;İŞARET;3
KALP İŞARETİ;SEVGİ;KIRMIZI;ÇİZMEK;SEMBOL;İKİ;2
BARIŞ SEMBOLÜ;GÜVERCİN;BEYAZ;ZEYTİN DALI;İŞARET;DÜNYA;4
GÜVERCİN;KUŞ;BEYAZ;MEYDAN;BARIŞ;UÇMAK;2
ZEYTİN DALI;BARIŞ;UZATMAK;YEŞİL;SEMBOL;AĞAÇ;3
AVRUPA BİRLİĞİ;ÜLKE;YILDIZ;MAVİ;ORTAK;ÜYE;4
NATO;ASKERİ;İTTİFAK;ÜLKE;ÜYE;SAVUNMA;4
UNESCO;MİRAS;LİSTE;KORUMA;KÜLTÜR;DÜNYA;4
DÜNYA MİRASI;LİSTE;KORUMA;DEĞER;ANTİK;UNESCO;4
GUİNNESS REKORU;KİTAP;GARİP;EN;DÜNYA;KAYIT;4
EN UZUN İNSAN;BOY;REKOR;KİTAP;ŞAŞIRTICI;ÖLÇÜ;4
EN DERİN NOKTA;OKYANUS;MARİANA;ÖLÇÜM;KARANLIK;DÜNYA;5
EN YÜKSEK BİNA;DUBAİ;GÖKDELEN;REKOR;KAT;YÜKSEK;4
EN KALABALIK ÜLKE;NÜFUS;ASYA;MİLYAR;SIRA;DÜNYA;4
EN KÜÇÜK ÜLKE;VATİKAN;ROMA;İÇİNDE;NÜFUS;DEVLET;5
VATİKAN;PAPA;ROMA;KÜÇÜK;KİLİSE;DEVLET;4
PAPA;KATOLİK;ROMA;BEYAZ;LİDER;DİN;4
MİMARİ;YAPI;TASARIM;SÜTUN;STİL;PROJE;3
GOTİK;SİVRİ;KİLİSE;AVRUPA;YÜKSEK;MİMARİ;5
BAROK;SÜSLÜ;AVRUPA;ABARTILI;DÖNEM;SANAT;5
FRESK;DUVAR;BOYA;ISLAK;SIVA;RESİM;5
GRAVÜR;BASKI;OYMA;ÇİZGİ;ESKİ;RESİM;5
PORSELEN;ÇİN;İNCE;BEYAZ;KIRILGAN;TABAK;3
CAM SANATI;ÜFLEMEK;ŞEKİL;SICAK;USTA;ŞEFFAF;4
İLK KİTAP;MATBAA;BASILMAK;TARİH;ÖNEMLİ;SAYFA;4
ATLAS;HARİTA;KİTAP;ÜLKE;BAKMAK;SAYFA;3
GÖZLEMEVİ;TELESKOP;KUBBE;GECE;DAĞ;ARAŞTIRMA;4
PLANETARYUM;KUBBE;YILDIZ;GÖSTERİ;OTURMAK;GÖKYÜZÜ;5
BİLİM MÜZESİ;DENEY;ÇOCUK;DOKUNMAK;ÖĞRENMEK;SERGİ;4
DİNOZOR İSKELETİ;MÜZE;KEMİK;BÜYÜK;SERGİ;FOSİL;4
ANTİK PARA;SİKKE;MÜZE;ESKİ;DEĞERLİ;BULUNTU;4
KAYIP ŞEHİR;ORMAN;BULMAK;EFSANE;KAZI;ANTİK;4
DİKİLİ TAŞ;OBELİSK;MEYDAN;YÜKSEK;MISIR;ANTİK;5
ROZETA TAŞI;ÇÖZMEK;HİYEROGLİF;ÜÇ DİL;MISIR;ANAHTAR;5
TAKVİM TAŞI;MAYA;YUVARLAK;OYMA;ANTİK;GÜN;5
İLK BİLGİSAYAR;DEV;ODA;LAMBA;HESAP;TARİH;4
İLK OTOMOBİL;BUHAR;TEKERLEK;YAVAŞ;İCAT;TARİH;4
İLK TREN;RAY;BUHAR;DUMAN;YOLCU;TARİH;4
İLK FOTOĞRAF;SİYAH BEYAZ;UZUN POZ;TARİH;PLAKA;İCAT;5
İLK FİLM;SESSİZ;KISA;TREN;PERDE;TARİH;4
İLK AŞI;ÇİÇEK;DENEY;KORUMA;TARİH;İCAT;5
PUSULANIN İCADI;ÇİN;YÖN;DENİZCİ;İCAT;MIKNATIS;5
KÂĞIT PARA;İLK;ÇİN;BASMAK;DEĞER;TİCARET;4
POSTA PULU;İLK;İNGİLTERE;MEKTUP;YAPIŞTIRMAK;DEĞER;4
KONSERVE KUTUSU;SAKLAMAK;ASKER;İCAT;METAL;AÇMAK;5
ÇENGELLİ İĞNE;TUTTURMAK;KÜÇÜK;İCAT;GÜVENLİK;KAPANMAK;4
DİNAMİT;PATLAMA;NOBEL;MADEN;İCAT;TEHLİKE;4
KUZEY YILDIZI;YÖN;GÖKYÜZÜ;SABİT;DENİZCİ;BULMAK;4
BÜYÜKAYI;TAKIMYILDIZ;KEPÇE;GÖKYÜZÜ;YEDİ;PARLAK;4
AY EVRELERİ;DOLUNAY;HİLAL;DEĞİŞİM;GÖKYÜZÜ;ÇEYREK;4
HİLAL;İNCE;AY;GÖKYÜZÜ;BAYRAK;ŞEKİL;3
GÜNDÖNÜMÜ;EN UZUN;EN KISA;GÜN;YIL;DEĞİŞİM;5
EKİNOKS;EŞİT;GECE;GÜNDÜZ;BAHAR;GÜZ;5
DÜNYA GÜNÜ;ÇEVRE;NİSAN;FARKINDALIK;DOĞA;KUTLAMA;4
ÇOCUK HAKLARI;KORUMA;EĞİTİM;OYUN;SÖZLEŞME;DÜNYA;4
İNSAN HAKLARI;EŞİTLİK;ÖZGÜRLÜK;BİLDİRGE;DÜNYA;TEMEL;4
EŞİTLİK;AYNI;HAK;FARK YOK;ADALET;DEĞER;3
ÖZGÜRLÜK;SERBEST;HAK;SEÇMEK;DEĞER;SINIRSIZ;3
OY HAKKI;SEÇİM;VATANDAŞ;SANDIK;YAŞ;DEMOKRASİ;4
VATANDAŞLIK;KİMLİK;ÜLKE;HAK;GÖREV;BAĞ;4
KADIN HAKLARI;OY;EŞİTLİK;MÜCADELE;TARİH;ÖZGÜRLÜK;4
SABİHA GÖKÇEN;PİLOT;İLK KADIN;UÇAK;ATATÜRK;TÜRK;4
AFET İNAN;TARİHÇİ;ATATÜRK;MANEVİ EVLAT;KADIN;BİLİM;5
CAHİT ARF;MATEMATİK;TÜRK;TEOREM;PARA;BİLİM;5
AZİZ SANCAR;NOBEL;KİMYA;TÜRK;DNA;BİLİM;3
FEZA GÜRSEY;FİZİK;TÜRK;BİLİM;PROFESÖR;ARAŞTIRMA;5
OKTAY SİNANOĞLU;KİMYA;TÜRK;GENÇ PROFESÖR;BİLİM;DİL;5
SELİMİYE CAMİİ;EDİRNE;SİNAN;KUBBE;DÖRT MİNARE;ESER;4
DOLMABAHÇE;SARAY;BOĞAZ;ATATÜRK;SAAT;İSTANBUL;3
GALATA KULESİ;İSTANBUL;YUVARLAK;MANZARA;TARİHÎ;ÇIKMAK;3
KIZ KULESİ;DENİZ;İSTANBUL;EFSANE;KÜÇÜK;ÜSKÜDAR;3
RUMELİ HİSARI;BOĞAZ;FETİH;SUR;İSTANBUL;YAPI;4
DİVRİĞİ ULU CAMİ;TAŞ;OYMA;SİVAS;MİRAS;KAPI;5
AKDAMAR KİLİSESİ;VAN;ADA;TAŞ;OYMA;TARİHÎ;5
ANI HARABELERİ;KARS;TAŞ;ESKİ;KENT;SINIR;5
ASPENDOS;TİYATRO;ANTİK;ANTALYA;AKUSTİK;TAŞ;4
HİERAPOLİS;PAMUKKALE;ANTİK;KENT;HAVUZ;KALINTI;5
ZEUGMA;MOZAİK;ÇİNGENE KIZI;GAZİANTEP;MÜZE;ANTİK;5
ÇİNGENE KIZI;MOZAİK;BAKIŞ;ZEUGMA;ÜNLÜ;TAŞ;4
ETNOGRAFYA;KÜLTÜR;HALK;İNCELEMEK;MÜZE;GELENEK;5
ANTROPOLOJİ;İNSAN;BİLİM;KÜLTÜR;İNCELEMEK;KÖKEN;5
SOSYOLOJİ;TOPLUM;BİLİM;İNCELEMEK;GRUP;DAVRANIŞ;4
PSİKOLOJİ;DAVRANIŞ;ZİHİN;BİLİM;İNCELEMEK;İNSAN;3
COĞRAFYA;HARİTA;YER;İKLİM;DERS;BİLİM;3
ASTRONOMİ;YILDIZ;GÖKYÜZÜ;TELESKOP;BİLİM;GEZEGEN;3
JEOLOJİ;YER;KAYA;KATMAN;BİLİM;İNCELEMEK;4
BOTANİK;BİTKİ;BİLİM;YAPRAK;İNCELEMEK;TÜR;4
ZOOLOJİ;HAYVAN;BİLİM;TÜR;İNCELEMEK;DOĞA;4
TIP;DOKTOR;HASTALIK;BİLİM;OKUMAK;TEDAVİ;3
ECZACILIK;İLAÇ;OKUL;BİLİM;HAZIRLAMAK;MESLEK;4
MÜHENDİSLİK;HESAP;TASARIM;OKUL;PROJE;BİLİM;3
MİMARLIK;ÇİZİM;YAPI;OKUL;PROJE;TASARIM;3
ÜNİVERSİTE;YÜKSEK;BÖLÜM;ÖĞRENCİ;DİPLOMA;KAMPÜS;2
KAMPÜS;ÜNİVERSİTE;GENİŞ;BİNA;ÖĞRENCİ;YEŞİL;4
YURT;ÖĞRENCİ;ODA;KALMAK;ARKADAŞ;ŞEHİR;3
BURS;ÖĞRENCİ;PARA;DESTEK;BAŞARI;BAŞVURU;3
MEZUNİYET TÖRENİ;KEP;ATMAK;CÜBBE;AİLE;SEVİNÇ;3
KEP;ATMAK;MEZUNİYET;KARE;PÜSKÜL;BAŞ;4
DOKTORA;TEZ;UNVAN;ÜNİVERSİTE;ARAŞTIRMA;YIL;4
PROFESÖR;UNVAN;ÜNİVERSİTE;DERS;ARAŞTIRMA;SAYGI;3
SINAV DÖNEMİ;ÖĞRENCİ;ÇALIŞMAK;GECE;STRES;NOT;3
ÜNİVERSİTE SINAVI;TERCİH;PUAN;SALON;GENÇ;GELECEK;3
TERCİH LİSTESİ;BÖLÜM;SIRA;PUAN;YAZMAK;KARAR;4
DEĞİŞİM PROGRAMI;YURT DIŞI;ÖĞRENCİ;DÖNEM;OKUL;GİTMEK;4
EĞİTİM SİSTEMİ;OKUL;YIL;DERS;DEĞİŞİM;ÜLKE;4
ZORUNLU EĞİTİM;YIL;OKUL;YAŞ;DEVLET;HERKES;4
OKUMA YAZMA;ÖĞRENMEK;HARF;İLK;OKUL;TEMEL;3
BİLGİ ÇAĞI;İNTERNET;HIZLI;ULAŞMAK;DÖNEM;DEĞİŞİM;4
BİLGİ KİRLİLİĞİ;YANLIŞ;ÇOK;İNTERNET;AYIKLAMAK;KAYNAK;5
ELEŞTİREL DÜŞÜNME;SORGULAMAK;KANIT;KARAR;BECERİ;AKIL;5
GENEL KÜLTÜR;BİLGİ;ÇEŞİT;OKUMAK;YARIŞMA;MERAK;3
ZEKÂ TESTİ;SORU;PUAN;ÖLÇMEK;SEVİYE;SÜRE;4
HAFIZA TEKNİĞİ;EZBERLEMEK;YÖNTEM;HATIRLAMAK;LİSTE;ÇALIŞMA;5
HIZLI OKUMA;GÖZ;SAYFA;TEKNİK;KURS;ANLAMAK;4
NOT TUTMAK;DEFTER;DERS;YAZMAK;ÖZET;HATIRLAMAK;3
SUNUM YAPMAK;SLAYT;AYAKTA;ANLATMAK;HEYECAN;DİNLEYİCİ;3
TARTIŞMA;GÖRÜŞ;KARŞI;İKNA;SAVUNMAK;KONU;3
MÜNAZARA;İKİ TAKIM;SAVUNMAK;JÜRİ;KONU;OKUL;5
İKNA ETMEK;ANLATMAK;DELİL;KABUL;GÖRÜŞ;DEĞİŞTİRMEK;4
HİTABET;KONUŞMA;KALABALIK;ETKİ;SES;SANAT;5
ÖZLÜ SÖZ;KISA;ANLAM;BİLGE;ALINTI;DERİN;4
KİTABE;TAŞ;YAZI;ESKİ;BİNA;OYMA;5
FLAMA;KÜÇÜK;BAYRAK;ÜÇGEN;TAKIM;ASMAK;5
RENK KÖRLÜĞÜ;AYIRT EDEMEMEK;KIRMIZI;YEŞİL;TEST;GÖZ;4
RENK KARIŞIMI;MAVİ;SARI;YEŞİL;PALET;ELDE ETMEK;4
ANA RENKLER;ÜÇ;KIRMIZI;MAVİ;SARI;TEMEL;3
SICAK RENK;KIRMIZI;TURUNCU;ENERJİ;PALET;HİS;4
SOĞUK RENK;MAVİ;YEŞİL;SAKİN;PALET;HİS;4
SİMETRİ;İKİ YAN;AYNI;AYNA;ŞEKİL;DENGE;4
ORAN;İKİ SAYI;KARŞILAŞTIRMA;BÖLÜM;HESAP;DEĞER;4
ALTIN ORAN;GÜZELLİK;MATEMATİK;DOĞA;TASARIM;SAYI;5
PERSPEKTİF;DERİNLİK;UZAK;ÇİZİM;KAÇIŞ NOKTASI;RESİM;4
OPTİK YANILMA;GÖZ;ALDANMAK;ŞEKİL;BEYİN;RESİM;4
AYNA GÖRÜNTÜSÜ;TERS;SAĞ SOL;YANSIMA;BAKMAK;AYNI;4
SATRANÇ TAŞLARI;ŞAH;VEZİR;AT;KALE;PİYON;4
PİYON;SATRANÇ;KÜÇÜK;İLERİ;TERFİ;ÇOK;5
VEZİR;SATRANÇ;GÜÇLÜ;HER YÖN;TAHTA;TAŞ;4
ŞANS OYUNU;ÇEKİLİŞ;NUMARA;KAZANMAK;BİLET;RİSK;4
OLASILIK;İHTİMAL;HESAP;YÜZDE;MATEMATİK;TAHMİN;4
İSTİSNA;KURAL DIŞI;ÖZEL;DURUM;NADİR;AYRIK;5
STANDART;ORTAK;KURAL;ÖLÇÜ;UYUM;BELİRLEMEK;4
SEMBOL;İŞARET;ANLAM;TEMSİL;ÇİZİM;EVRENSEL;4
AMBLEM;KURUM;İŞARET;TEMSİL;ÇİZİM;RESMİ;5
MADALYON;BOYUN;YUVARLAK;RESİM;AÇILMAK;TAKI;4
KÜLTÜR MİRASI;KORUMAK;GEÇMİŞ;DEĞER;GELECEK;AKTARMAK;4
HALK BİLİMİ;GELENEK;ARAŞTIRMA;DERLEME;KÜLTÜR;MASAL;5
SÖZLÜ KÜLTÜR;ANLATMAK;KUŞAK;YAZISIZ;GELENEK;AKTARIM;5
TARİH ŞERİDİ;OLAY;SIRA;ÇİZGİ;YIL;GÖSTERMEK;5
MİLENYUM;BİN YIL;İKİ BİN;KUTLAMA;DÖNEM;GEÇİŞ;5
ORTALAMA ÖMÜR;YIL;ÜLKE;SAĞLIK;ARTMAK;İSTATİSTİK;5
GÖÇMEN;BAŞKA ÜLKE;YERLEŞMEK;İŞ;YENİ HAYAT;UYUM;4
MÜLTECİ;SIĞINMAK;SAVAŞ;ÜLKE;KAMP;YARDIM;4
KÜRESELLEŞME;DÜNYA;YAKINLAŞMAK;TİCARET;KÜLTÜR;İLETİŞİM;5
ÇOK KÜLTÜRLÜLÜK;FARKLI;BİR ARADA;HOŞGÖRÜ;ŞEHİR;ZENGİNLİK;5
