kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
PİKAP;PLAK;İĞNE;DÖNMEK;SES;ESKİ;3
KASET;ŞERİT;SARMAK;ESKİ;DİNLEMEK;KUTU;2
ENSTRÜMAN;ÇALGI;SES;ÖĞRENMEK;ÇALMAK;ÇEŞİT;2
TELLİ ÇALGI;GİTAR;KEMAN;SES;TİTREŞİM;GRUP;3
ÜFLEMELİ ÇALGI;NEFES;FLÜT;SES;DELİK;GRUP;3
VURMALI ÇALGI;DAVUL;RİTİM;TOKMAK;DERİ;GRUP;3
METRONOM;TEMPO;TİK TAK;SAYMAK;DÜZEN;ÇALIŞMA;4
SOLFEJ;OKUMAK;NOTA;SES;EĞİTİM;ÇALIŞMA;4
SES EĞİTİMİ;NEFES;ŞARKI;HOCA;GELİŞTİRMEK;DERS;3
VOKAL;SES;ŞARKI;ARKA;GRUP;SÖYLEMEK;3
SOPRANO;KADIN;İNCE;OPERA;YÜKSEK;SES;3
TENOR;ERKEK;İNCE;OPERA;YÜKSEK;SES;3
BAS;ERKEK;KALIN;SES;OPERA;DERİN;2
OPERA;SAHNE;ŞARKI;HİKÂYE;ORKESTRA;KOSTÜM;2
BALE;DANS;UÇLARDA;SAHNE;TÜTÜ;ZARİF;2
MÜZİKAL;ŞARKI;DANS;SAHNE;HİKÂYE;GÖSTERİ;3
FİLARMONİ;ORKESTRA;BÜYÜK;SALON;KLASİK;ŞEHİR;4
KLASİK MÜZİK;ORKESTRA;ESKİ;BESTECİ;SALON;SAKİN;2
MOZART;AVUSTURYA;DÂHİ;KLASİK;BESTECİ;ÇOCUK;2
BEETHOVEN;SAĞIR;BESTECİ;SENFONİ;ALMAN;KLASİK;2
BACH;BESTECİ;ORG;ALMAN;KLASİK;ESKİ;2
CHOPİN;PİYANO;POLONYA;BESTECİ;ZARİF;KLASİK;3
VİVALDİ;MEVSİM;İTALYAN;KEMAN;BESTECİ;KLASİK;3
CAZ;DOĞAÇLAMA;SAKSOFON;AMERİKA;SERBEST;TÜR;1
BLUES;HÜZÜN;GİTAR;AMERİKA;TÜR;KÖKEN;2
ROCK;GİTAR;GÜRÜLTÜ;DAVUL;GENÇ;TÜR;1
POP;POPÜLER;LİSTE;ŞARKI;GENÇ;TÜR;1
RAP;SÖZ;HIZLI;RİTİM;SOKAK;TÜR;1
HALK MÜZİĞİ;TÜRKÜ;SAZ;YÖRE;ANONİM;TÜR;2
SANAT MÜZİĞİ;MAKAM;İNCE;FASIL;TÜRK;TÜR;3
FASIL;MEYHANE;ŞARKI;SIRA;SAZ;GECE;2
MAKAM;DİZİ;TÜRK;SES;HÜZÜN;KURAL;3
TAKSİM;DOĞAÇLAMA;SAZ;GİRİŞ;SERBEST;MAKAM;4
TASAVVUF MÜZİĞİ;NEY;İLAHİ;SAKİN;GÖNÜL;TÜR;3
MARŞ;YÜRÜMEK;TÖREN;BANDO;GÜÇLÜ;SÖZ;2
KARAOKE;EKRAN;SÖZ;MİKROFON;SÖYLEMEK;EĞLENCE;2
DİNLETİ;KÜÇÜK;KONSER;SALON;SEYİRCİ;ÖĞRENCİ;4
MÜZİK FESTİVALİ;AÇIK HAVA;SAHNE;KALABALIK;YAZ;GRUP;2
ÇALMA LİSTESİ;SIRA;ŞARKI;OLUŞTURMAK;DİNLEMEK;UYGULAMA;2
ŞARKI SÖYLEMEK;SES;DUŞTA;NEŞE;SÖZ;MELODİ;1
MIRILDANMAK;SESSİZ;KENDİ KENDİNE;MELODİ;DUDAK;ŞARKI;3
ALKIŞ TUTMAK;RİTİM;EL;KONSER;BİRLİKTE;VURMAK;2
KASTANYET;İSPANYA;PARMAK;VURMAK;AHŞAP;DANS;4
GONG;BÜYÜK;METAL;VURMAK;UZUN SES;ASYA;2
BATERİ;DAVUL;ZİL;OTURMAK;PEDAL;ROCK;2
TRAMPET;KÜÇÜK;DAVUL;BANDO;VURMAK;RİTİM;3
AMFİ;SES;YÜKSELTMEK;GİTAR;FİŞ;KUTU;2
SAHNE IŞIĞI;RENKLİ;YANIP SÖNMEK;KONSER;YUKARI;GÖSTERİ;3
SES SİSTEMİ;KURULUM;KONSER;GÜÇLÜ;HOPARLÖR;AYAR;3
AÇILIŞ GRUBU;İLK;SAHNE;ÖNCE;KISA;KONSER;4
ŞARKICI;SES;SAHNE;ÜNLÜ;MİKROFON;ALBÜM;1
MÜZİSYEN;ÇALGI;SAHNE;MESLEK;ÇALMAK;GRUP;2
GİTARİST;TEL;ÇALMAK;GRUP;SOLO;PARMAK;2
DAVULCU;RİTİM;ARKA;GRUP;VURMAK;BATERİ;2
PİYANİST;TUŞ;PARMAK;SAHNE;KLASİK;ÇALMAK;2
KEMANCI;YAY;TEL;ORKESTRA;ÇALMAK;OMUZ;2
MÜZİK KUTUSU;AÇMAK;DÖNMEK;MELODİ;KÜÇÜK;BALERİN;3
ZİL SESİ;TELEFON;SEÇMEK;ÇALMAK;MELODİ;KISA;2
BARIŞ MANÇO;ADAM OLACAK;SAKAL;YÜZÜK;ŞARKI;ÇOCUK;2
CEM KARACA;ANADOLU;ROCK;BIYIK;SES;ŞARKI;3
ZEKİ MÜREN;SANAT MÜZİĞİ;SAHNE;GÜNEŞ;SES;PARLAK;2
MÜZEYYEN SENAR;SANAT MÜZİĞİ;DİVA;SES;ESKİ;KADIN;5
NEŞET ERTAŞ;BOZLAK;BAĞLAMA;KIRŞEHİR;HALK;SES;3
SEZEN AKSU;MİNİK SERÇE;BESTE;POP;SES;KADIN;2
TARKAN;POP;DÜNYA;ŞARKI;DANS;ÜNLÜ;1
AJDA PEKKAN;SÜPERSTAR;POP;SAHNE;SES;KADIN;3
İBRAHİM TATLISES;ARABESK;URFA;SES;TÜRKÜ;ÜNLÜ;2
MÜSLÜM GÜRSES;ARABESK;BABA;SES;HÜZÜN;ŞARKI;2
ORHAN GENCEBAY;ARABESK;BAĞLAMA;BESTE;FİLM;SES;3
BOZLAK;UZUN HAVA;ORTA ANADOLU;ACI;SES;TÜRKÜ;4
OYUN HAVASI;NEŞE;DANS;DÜĞÜN;RİTİM;KALKMAK;2
GÖBEK ATMAK;DANS;NEŞE;KALÇA;DÜĞÜN;MÜZİK;2
DANS ETMEK;MÜZİK;HAREKET;EŞ;PİST;RİTİM;1
PİST;DANS;ORTA;KALABALIK;IŞIK;GECE;2
TANGO;ARJANTİN;İKİLİ;DANS;GÜL;ADIM;3
VALS;DÖNMEK;İKİLİ;DANS;ÜÇ;ZARİF;2
SALSA;LATİN;DANS;RİTİM;KALÇA;ÇİFT;3
HİP HOP;RAP;DANS;SOKAK;GENÇ;KÜLTÜR;3
BREAK DANS;YERE;DÖNMEK;SOKAK;GENÇ;HAREKET;3
RİTİM TUTMAK;EL;AYAK;MÜZİK;VURMAK;EŞLİK;2
EŞLİK ETMEK;BİRLİKTE;ÇALMAK;ARKA;DESTEK;SES;3
SOLO;TEK;ÖNE ÇIKMAK;ÇALMAK;GİTAR;BÖLÜM;2
CANLI MÜZİK;SAHNE;RESTORAN;GRUP;AKŞAM;DİNLEMEK;2
AÇIK HAVA KONSERİ;YAZ;KALABALIK;SAHNE;GECE;BİLET;2
STAT KONSERİ;BÜYÜK;KALABALIK;SAHNE;DEV EKRAN;ÜNLÜ;3
HAYRAN KULÜBÜ;ÜYE;SANATÇI;TAKİP;DESTEK;GRUP;3
TURNE PROGRAMI;ŞEHİR;TARİH;SAHNE;GEZMEK;LİSTE;3
SAHNE KIYAFETİ;PARLAK;ÖZEL;GİYMEK;GÖSTERİ;TASARIM;3
PROVA SALONU;ÇALIŞMAK;GRUP;SES;YALITIM;KİRALAMAK;5
NOTA SEHPASI;DURMAK;ÖNÜNDE;METAL;AYAR;OKUMAK;5
ŞEF DEĞNEĞİ;İNCE;TUTMAK;İŞARET;ORKESTRA;BEYAZ;4
ODA MÜZİĞİ;AZ KİŞİ;KLASİK;SALON;YAYLI;İNCE;4
YAYLI ÇALGILAR;KEMAN;ORKESTRA;GRUP;SÜRTMEK;SES;3
ÇOK SESLİLİK;KATMAN;BİRLİKTE;UYUM;KORO;ARMONİ;5
AKUSTİK;ELEKTRİKSİZ;DOĞAL;SES;GİTAR;SALON;3
ELEKTRO GİTAR;AMFİ;KABLO;ROCK;SES;PENA;2
BAS GİTAR;KALIN;DÖRT TEL;GRUP;RİTİM;ARKA;3
MİKSAJ;SES;AYAR;KAYIT;DENGE;STÜDYO;4
PLAK ŞİRKETİ;SÖZLEŞME;SANATÇI;ALBÜM;YAYIN;İMZA;3
TELİF ÜCRETİ;ŞARKI;ÇALINMAK;PARA;SANATÇI;ALMAK;5
LİSTE BAŞI;ŞARKI;EN ÇOK;DİNLENMEK;HAFTA;BİRİNCİ;2
HİT ŞARKI;POPÜLER;HERKES;SÖYLEMEK;RADYO;YAZ;2
YAZ ŞARKISI;NEŞE;TATİL;POPÜLER;KLİP;DENİZ;2
YENİDEN YORUM;ESKİ ŞARKI;FARKLI;SÖYLEMEK;VERSİYON;SANATÇI;5
REMİKS;YENİDEN;RİTİM;HIZLI;DJ;VERSİYON;3
DJ;PLAK;ÇEVİRMEK;GECE;MÜZİK;KULAKLIK;1
DİJİTAL MÜZİK;İNDİRMEK;PLATFORM;DİNLEMEK;İNTERNET;ALBÜM;3
MÜZİK UYGULAMASI;TELEFON;DİNLEMEK;LİSTE;ABONE;ŞARKI;2
SES YÜKSELTMEK;DÜĞME;KOMŞU;RAHATSIZ;HOPARLÖR;AÇMAK;2
NEFES TEKNİĞİ;DİYAFRAM;ŞARKI;UZUN;ÇALIŞMA;KONTROL;5
SES TELLERİ;BOĞAZ;TİTREŞİM;KORUMAK;ŞARKI;KISILMAK;3
SES KISILMASI;BOĞAZ;ÜŞÜTMEK;KONUŞAMAMAK;BAL;DİNLENMEK;3
FALSO;YANLIŞ;SES;ŞARKI;RAHATSIZ;KAÇIRMAK;3
DİYAPAZON;SES;AYAR;METAL;TİTREŞİM;REFERANS;4
TİZ;İNCE;YÜKSEK;SES;KADIN;ZOR;2
PES;KALIN;ALÇAK;SES;ERKEK;DERİN;2
TINI;SES;RENK;ÇALGI;AYIRT ETMEK;ÖZEL;3
GÜRLÜK;SES;YÜKSEK;ALÇAK;NOTA;İŞARET;4
ÇALGI KUTUSU;TAŞIMAK;KORUMAK;KEMAN;KAPAK;OMUZ;3
MÜZİK ODASI;OKUL;ÇALGI;DERS;ÖĞRENCİ;SES;3
MÜZİK DERSİ;OKUL;ŞARKI;FLÜT;ÖĞRETMEN;NOTA;1
BLOK FLÜT;OKUL;ÇOCUK;PLASTİK;ÜFLEMEK;DERS;2
MÜZİK ÖĞRETMENİ;OKUL;NOTA;ŞARKI;SINIF;DERS;2
YETENEK SINAVI;KONSERVATUVAR;SES;ÇALGI;GİRİŞ;JÜRİ;3
ÇOCUK ŞARKISI;OKUL;BASİT;HAREKET;SÖYLEMEK;NEŞE;2
TÜRKÜ GECESİ;SAZ;SÖYLEMEK;BİRLİKTE;MEKÂN;NEŞE;3
USTA ÇIRAK;ÖĞRENMEK;GELENEK;MÜZİK;YANINDA;YILLAR;3
DÜĞÜN ORKESTRASI;SALON;ÇALMAK;OYUN;DAVETLİ;SAHNE;3
MÜZİK MARKETİ;ÇALGI;SATMAK;DENEMEK;TEL;DÜKKÂN;3
AKORTÇU;PİYANO;AYAR;GELMEK;KULAK;USTA;4
ÇALGI YAPIMI;AHŞAP;USTA;EL;SES;SABIR;5
AHŞAP GÖVDE;ÇALGI;SES;TİTREŞİM;İÇİ BOŞ;CİLA;4
REZONANS;TİTREŞİM;YANKI;SES;ARTMAK;GÖVDE;4
SES YALITIMI;SÜNGER;DUVAR;GEÇİRMEMEK;STÜDYO;KOMŞU;3
MÜZİK ZEVKİ;FARKLI;TÜR;SEVMEK;KİŞİSEL;TARTIŞMA;3
ESKİ ŞARKI;NOSTALJİ;HATIRLAMAK;RADYO;GÜZEL;YILLAR;2
RADYO PROGRAMI;İSTEK;ŞARKI;SUNUCU;DİNLEMEK;GECE;2
İSTEK PARÇASI;ARAMAK;SÖYLEMEK;RADYO;ÇALMAK;SEVGİLİ;3
PARÇA;ŞARKI;ALBÜM;ÇALMAK;İSİM;SÜRE;2
GİRİŞ MÜZİĞİ;BAŞLAMAK;KISA;TANITMAK;PROGRAM;MELODİ;3
FON MÜZİĞİ;ARKA;SESSİZ;SAHNE;DUYGU;EŞLİK;3
BİS;TEKRAR;İSTEMEK;SEYİRCİ;KONSER;ÇIKMAK;3
KONSER AFİŞİ;DUVAR;TARİH;GRUP;İSİM;ASMAK;3
GRUP ADI;SEÇMEK;YAZMAK;LOGO;ÜYE;MÜZİK;3
ALBÜM KAPAĞI;RESİM;İSİM;TASARIM;PLAK;ÖN;3
MÜZİK TÜRÜ;POP;ROCK;AYIRMAK;SEVMEK;ÇEŞİT;2
ELEKTRONİK MÜZİK;BİLGİSAYAR;RİTİM;DANS;DJ;SES;3
TAVERNA;GECE;ŞARKI;MASA;İSTEK;MEKÂN;4
GAZİNO;ESKİ;SAHNE;PROGRAM;MASA;GECE;4
VİRTÜÖZ;USTA;ÇALGI;OLAĞANÜSTÜ;PARMAK;SAHNE;4
AHENK;UYUM;SES;GÜZEL;BİRLİKTE;DÜZEN;3
NAĞME;MELODİ;GÜZEL;SES;ESKİ SÖZ;KULAK;3
MARAKAS;SALLAMAK;TANE;RİTİM;LATİN;ÇİFT;4
TAMBURİN;ZİL;DERİ;SALLAMAK;VURMAK;YUVARLAK;4
TAMBUR;UZUN SAP;TEL;TÜRK;MIZRAP;İNCE;4
SANTUR;TEL;TOKMAK;VURMAK;YATAY;DOĞU;4
MEHTERAN;BANDO;OSMANLI;YÜRÜMEK;DAVUL;TÖREN;3
EUROVİSİON;YARIŞMA;ÜLKE;OY;ŞARKI;AVRUPA;3
SERTAB ERENER;EUROVİSİON;BİRİNCİ;SES;POP;KADIN;5
ELVİS;ROCK;AMERİKA;KALÇA;ÜNLÜ;ESKİ;2
BEATLES;İNGİLİZ;DÖRTLÜ;LİVERPOOL;GRUP;ESKİ;2
QUEEN;GRUP;FREDDIE;ROCK;İNGİLİZ;SAHNE;3
MİCHAEL JACKSON;POP;DANS;ELDİVEN;KRAL;AY YÜRÜYÜŞÜ;2
MADONNA;POP;KADIN;SAHNE;AMERİKA;ÜNLÜ;3
PAVAROTTİ;TENOR;OPERA;İTALYAN;SES;ÜNLÜ;3
ANADOLU ROCK;TÜRK;GİTAR;TÜRKÜ;KARIŞIM;TÜR;4
MAZHAR FUAT ÖZKAN;ÜÇLÜ;GRUP;ANADOLU;ŞARKI;ESKİ;5
ERKİN KORAY;ROCK;ANADOLU;SAÇ;GİTAR;ESKİ;4
NİLÜFER;POP;KADIN;SES;ESKİ;ŞARKI;4
NAZAN ÖNCEL;BESTE;SÖZ;POP;KADIN;FARKLI;4
KAYAHAN;BESTE;AŞK;ŞARKI;SES;ROMANTİK;3
AHMET KAYA;ŞARKI;HÜZÜN;SES;GİTAR;HALK;3
YILDIZ TİLBE;SES;ŞARKI;POP;KADIN;DUYGU;3
BÜLENT ORTAÇGİL;ŞARKI;SADE;GİTAR;ŞİİR;SES;5
FAZIL SAY;PİYANO;BESTE;DÜNYA;TÜRK;KLASİK;3
İDİL BİRET;PİYANO;DÂHİ;KLASİK;KADIN;TÜRK;4
SUNA KAN;KEMAN;KLASİK;TÜRK;KADIN;SAHNE;4
LEYLA GENCER;OPERA;DİVA;İTALYA;SES;TÜRK;4
MÜZİK ARŞİVİ;KAYIT;ESKİ;SAKLAMAK;DERLEME;TARİH;4
NOTAYA ALMAK;YAZMAK;TÜRKÜ;DERLEMEK;KAYIT;KORUMAK;5
DERLEME;TOPLAMAK;TÜRKÜ;YÖRE;KAYIT;ARAŞTIRMA;4
ANONİM;SAHİPSİZ;TÜRKÜ;HALK;ESKİ;SÖZ;3
MÜZİK KULAĞI;YETENEK;DUYMAK;AYIRT ETMEK;DOĞAL;SES;3
RİTİM DUYGUSU;AYAK;VURUŞ;DOĞAL;TEMPO;UYMAK;3
ŞARKI EZBERLEMEK;SÖZ;TEKRAR;AKILDA;DİNLEMEK;SÖYLEMEK;2
MÜZİK TERAPİSİ;RAHATLAMAK;DİNLEMEK;SAKİN;TEDAVİ;SES;5
KONSER SALONU;AKUSTİK;KOLTUK;SAHNE;BÜYÜK;DİNLEMEK;2
