kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
TAKI TÖRENİ;ALTIN;GELİN;DAMAT;YAKA;DÜĞÜN;3
DAVUL ZURNA;OYUN;DÜĞÜN;SES;MEYDAN;HALAY;2
HALAY;EL ELE;HALKA;OYUN;DAVUL;DÜĞÜN;2
HORON;KARADENİZ;HIZLI;TİTREMEK;KEMENÇE;OYUN;3
ZEYBEK;EGE;AĞIR;DİZ;KOL AÇMAK;OYUN;3
KAŞIK OYUNU;KONYA;ÇALMAK;RENKLİ;OYUN;RİTİM;4
YÖRESEL OYUN;HALK;KIYAFET;MÜZİK;GÖSTERİ;EKİP;4
ŞALVAR;BOL;PANTOLON;GELENEK;KUMAŞ;KÖY;3
YEMENİ;AYAKKABI;DERİ;EL İŞİ;YÖRESEL;İNCE;5
YAZMA;BAŞÖRTÜ;DESEN;OYA;KENAR;BASKI;4
OYA;İĞNE;KENAR;İNCE;YAZMA;ÇEYİZ;4
KİLİM;DOKUMA;DESEN;YER;İNCE;RENKLİ;3
İPEK BÖCEĞİ;KOZA;BURSA;İPLİK;DUT;YETİŞTİRMEK;4
ÇİNİ;İZNİK;MAVİ;DESEN;SERAMİK;KARO;3
ÇÖMLEK;TOPRAK;ÇARK;PİŞİRMEK;AVANOS;KAP;3
BAKIRCILIK;ÇEKİÇ;SES;KAP;ÇARŞI;İŞLEMEK;4
EBRU;SU;BOYA;KÂĞIT;DESEN;TEKNE;3
HAT SANATI;YAZI;KAMIŞ;GÜZEL;İSLAM;SANAT;4
TEZHİP;ALTIN;SÜSLEME;KENAR;EL YAZMASI;İNCE;5
MİNYATÜR;KÜÇÜK;RESİM;OSMANLI;PERSPEKTİFSİZ;KİTAP;4
SEDEF KAKMA;PARLAK;AHŞAP;SÜSLEME;İŞÇİLİK;MOBİLYA;5
TELKÂRİ;GÜMÜŞ;TEL;İNCE;MARDİN;TAKI;5
KEÇE;YÜN;BASTIRMAK;ŞAPKA;SIKIŞTIRMAK;EL İŞİ;4
KURŞUN DÖKMEK;NAZAR;SU;ERİTMEK;GELENEK;İNANIŞ;4
MUSKA;ÜÇGEN;TAKMAK;KORUMA;İNANIŞ;BOYUN;4
TAHTAYA VURMAK;NAZAR;UĞUR;İNANIŞ;ELLE;SÖYLEMEK;3
UĞURLU SAYI;YEDİ;İNANIŞ;ŞANS;SEÇMEK;KİŞİSEL;4
FAL BAKMAK;KAHVE;FİNCAN;TELVE;YORUM;GELECEK;2
NİYET TUTMAK;DİLEK;İÇİNDEN;GERÇEKLEŞMEK;GİZLİ;İNANIŞ;4
DİLEK AĞACI;BEZ;BAĞLAMAK;DAL;İNANIŞ;ZİYARET;4
TÜRBE;ZİYARET;DUA;YATIR;İNANIŞ;KUBBE;4
MEVLİT;OKUMAK;DAVET;ŞEKER;ANMA;TOPLANMAK;4
HELVA DAĞITMAK;KOKU;KOMŞU;ANMA;TATLI;GELENEK;4
KURBAN;BAYRAM;ET;DAĞITMAK;PAY;NİYET;3
SOFRA ADABI;BÜYÜK;BAŞLAMAK;SESSİZ;GELENEK;OTURMAK;4
BUYURUN;İKRAM;NEZAKET;SÖZ;DAVET;KAPI;3
MİSAFİRPERVERLİK;İKRAM;KAPI;AÇMAK;SOFRA;ÜNLÜ;3
ÇAY İKRAMI;İNCE BELLİ;ŞEKER;SOHBET;TABAK;SUNMAK;2
KOLONYA TUTMAK;MİSAFİR;EL;KOKU;İKRAM;GELENEK;3
BAYRAM ŞEKERİ;ÇOCUK;KAPI;DAĞITMAK;TABAK;ZİYARET;2
MAHYA;CAMİ;MİNARE;IŞIK;YAZI;RAMAZAN;4
MİNARE;CAMİ;İNCE;YÜKSEK;EZAN;ŞEREFE;2
KUBBE;CAMİ;YUVARLAK;ÜST;TAŞ;YÜKSEK;3
ŞADIRVAN;CAMİ;AVLU;MUSLUK;SU;ABDEST;4
TÜRK BAYRAĞI;AY;YILDIZ;KIRMIZI;DALGALANMAK;VATAN;1
AY YILDIZ;BAYRAK;SEMBOL;BEYAZ;KIRMIZI;TÜRK;2
VATAN;TOPRAK;SEVGİ;ULUS;SINIR;KORUMAK;2
KÖY MEYDANI;ÇEŞME;AĞAÇ;TOPLANMAK;KAHVE;ORTA;3
KAHVEHANE;OKEY;ÇAY;ERKEK;SOHBET;TAVLA;2
NARGİLE;DUMAN;KÖZ;SU;MARPUÇ;OTURMAK;3
PAZARCI;BAĞIRMAK;TEZGÂH;SEBZE;SEMT;SATMAK;3
SİMİTÇİ;TEZGÂH;SOKAK;SUSAM;TAŞIMAK;SABAH;2
BOZACI;KIŞ;SOKAK;BAĞIRMAK;GECE;İÇECEK;4
MACUNCU;RENKLİ;ÇUBUK;ÇOCUK;ŞEKER;SOKAK;4
TELLAK;HAMAM;KESE;KÖPÜK;YIKAMAK;MERMER;5
GÖBEK TAŞI;HAMAM;SICAK;MERMER;YATMAK;ORTA;4
PEŞTEMAL;HAMAM;DOLAMAK;İNCE;KUMAŞ;ÇİZGİLİ;4
SANDIK;AHŞAP;İÇİNE;KİLİT;SAKLAMAK;ESKİ;3
YÜKLÜK;DOLAP;YORGAN;DUVAR;İÇİNE;KÖY EVİ;5
SEDİR;OTURMAK;MİNDER;DUVAR KENARI;UZUN;GELENEK;4
MİNDER;YERE;OTURMAK;YUMUŞAK;KARE;SOFRA;3
SİNİ;YUVARLAK;BÜYÜK;METAL;SOFRA;ÜZERİNE;4
BAKRAÇ;SÜT;TAŞIMAK;METAL;KOVA;KÖY;5
YAYIK;TEREYAĞI;ÇALKALAMAK;SÜT;AHŞAP;KÖY;5
TANDIR;TOPRAK;FIRIN;EKMEK;YER ALTI;SICAK;3
KÖY EKMEĞİ;FIRIN;BÜYÜK;ODUN;KOKU;YUVARLAK;3
YAYLA ŞENLİĞİ;KARADENİZ;MÜZİK;TOPLANMAK;YAZ;OYUN;4
YAĞLI GÜREŞ;KIRKPINAR;KİSPET;EDİRNE;ZEYTİNYAĞI;PEHLİVAN;3
KIRKPINAR;EDİRNE;GÜREŞ;BAŞPEHLİVAN;ALTIN KEMER;TARİH;4
PEHLİVAN;GÜREŞ;İRİ;KİSPET;MEYDAN;GÜÇ;3
CİRİT;AT;ATMAK;SOPA;ERZURUM;GELENEK;4
OKÇULUK;YAY;OK;HEDEF;GELENEK;NİŞAN ALMAK;3
ONDOKUZ MAYIS;ATATÜRK;GENÇLİK;SPOR;BAYRAM;SAMSUN;3
YİRMİ ÜÇ NİSAN;ÇOCUK;BAYRAM;MECLİS;DÜNYA;TÖREN;2
OTUZ AĞUSTOS;ZAFER;BAYRAM;ORDU;TÖREN;GEÇİT;3
YİRMİ DOKUZ EKİM;CUMHURİYET;BAYRAM;FENER;TÖREN;İLAN;2
FENER ALAYI;BAYRAM;GECE;YÜRÜMEK;IŞIK;ÇOCUK;4
BANDO;DAVUL;BORAZAN;YÜRÜYÜŞ;TÖREN;ÜNİFORMA;3
TÜRKÇE;DİL;KONUŞMAK;ALFABE;ANA DİL;ZENGİN;2
DEYİM;MECAZ;KALIP;ANLAM;TÜRKÇE;SÖZ;3
TEKERLEME;HIZLI;SÖYLEMEK;ÇOCUK;KAFİYE;ŞAŞIRMAK;3
BİLMECE;SORU;TAHMİN;CEVAP;ÇOCUK;EĞLENCE;2
MANİ;DÖRT DİZE;KISA;SÖYLEMEK;HALK;KAFİYE;4
UZUN HAVA;SERBEST;SES;HALK;ACI;SÖYLEMEK;5
YÖRE;BÖLGE;YEREL;ÂDET;ŞİVE;ÖZGÜ;4
ŞİVE;KONUŞMA;FARK;YÖRE;AKSAN;TANIMAK;3
GURBET;UZAK;MEMLEKET;ÖZLEM;ÇALIŞMAK;DÖNMEK;3
MEMLEKET;DOĞDUĞU YER;ÖZLEM;GİTMEK;BAYRAM;KÖY;3
HEMŞEHRİ;AYNI ŞEHİR;TANIŞMAK;YARDIM;GURBET;BAĞ;4
DERNEK;ÜYE;TOPLANMAK;YARDIM;KURMAK;FAALİYET;4
DÜNÜR;İKİ AİLE;KIZ İSTEMEK;TANIŞMAK;DÜĞÜN;AKRABA;4
KIZ İSTEME;AİLE;KAHVE;TUZLU;SÖZ;GELENEK;3
TUZLU KAHVE;DAMAT;İÇMEK;ŞAKA;NİŞAN;GELENEK;4
BAŞLIK PARASI;GELENEK;AİLE;VERMEK;ESKİ;TARTIŞMA;5
AKRABA;SOY;AİLE;ZİYARET;BAĞ;UZAK;2
BEŞ TAŞ;ÇOCUK;OYUN;YERE;ATMAK;YAKALAMAK;3
SEK SEK;ÇİZMEK;ZIPLAMAK;KARE;ÇOCUK;TAŞ;3
MENDİL KAPMAK;OYUN;KOŞMAK;İKİ TAKIM;ÇOCUK;BAHÇE;4
YAĞ SATARIM;ÇOCUK;OYUN;HALKA;TÜRKÜ;KOŞMAK;3
İSTOP;TOP;DURMAK;BAĞIRMAK;OYUN;ÇOCUK;4
UZUN EŞEK;OYUN;ATLAMAK;SIRT;ÇOCUK;ERKEK;4
ÇELİK ÇOMAK;SOPA;VURMAK;OYUN;KÖY;ÇOCUK;5
TOPAÇ;DÖNMEK;İP;YERE;ÇOCUK;AHŞAP;3
AŞIK KEMİĞİ;OYUN;ATMAK;KOYUN;ESKİ;ÇOCUK;5
DOKUZ TAŞ;OYUN;ÇİZGİ;TAŞ;SIRA;DİZMEK;5
MANGALA;TAŞ;ÇUKUR;OYUN;STRATEJİ;ESKİ;4
ZAR;ATMAK;ALTI;KÜP;NOKTA;ŞANS;2
PİŞTİ;İSKAMBİL;KÂĞIT;EŞLEŞMEK;PUAN;OYUN;3
İSKAMBİL;DESTE;KÂĞIT;KARIŞTIRMAK;DAĞITMAK;OYUN;3
BATAK;İSKAMBİL;EL;KOZ;OYUN;DÖRT KİŞİ;4
YÜZÜK OYUNU;FİNCAN;SAKLAMAK;RAMAZAN;TAHMİN;ÇAY;4
ÇAYCI;TEPSİ;TAŞIMAK;BARDAK;SOKAK;SİPARİŞ;3
ÇAY OCAĞI;SEMAVER;BARDAK;İŞ YERİ;DEMLİK;SIRA;4
ESNAF;DÜKKÂN;SATMAK;ÇARŞI;SİFTAH;KOMŞU;3
SİFTAH;İLK SATIŞ;SABAH;BEREKET;PARA;İNANIŞ;4
ÇARŞI;DÜKKÂN;ALIŞVERİŞ;SOKAK;KALABALIK;ESNAF;2
ARASTA;ÇARŞI;SIRA;DÜKKÂN;TARİHÎ;ÜSTÜ KAPALI;5
HAN;AVLU;TİCARET;ODA;TARİHÎ;İSTANBUL;4
YALI;BOĞAZ;AHŞAP;DENİZ KENARI;ESKİ;İSKELE;3
KONAK;BÜYÜK;AHŞAP;ESKİ;AİLE;ODA;3
CUMBA;ÇIKINTI;PENCERE;ESKİ EV;SOKAK;AHŞAP;5
TAŞ EV;SERİN;MARDİN;KALIN DUVAR;ESKİ;YAPI;4
SAFRANBOLU;AHŞAP;EV;KARABÜK;TARİHÎ;ZİYARET;4
MARDİN;TAŞ;GÜNEYDOĞU;MANZARA;ESKİ;SOKAK;4
ALAÇATI;ÇEŞME;RÜZGÂR;TAŞ EV;EGE;TATİL;4
AMASRA;BARTIN;DENİZ;BALIK;SALATA;KARADENİZ;5
BEYPAZARI;ANKARA;KURUSU;TARİHÎ;EV;GÜMÜŞ;5
GÖREME;KAPADOKYA;KAYA;OTEL;BALON;VADİ;4
GELENEK;ATADAN;DEVAM;ÂDET;KUŞAK;SÜRDÜRMEK;3
GÖRENEK;ÇEVRE;ALIŞKANLIK;TOPLUM;GELENEK;UYMAK;5
TÖRE;KURAL;TOPLUM;YAZISIZ;UYMAK;ESKİ;4
SAYGI;BÜYÜK;DAVRANIŞ;GÖSTERMEK;DEĞER;EĞİLMEK;2
SEVAP;İYİLİK;KAZANMAK;DUA;YARDIM;İNANIŞ;3
HAYIRSEVER;BAĞIŞ;YARDIM;OKUL;YAPTIRMAK;İSİM;4
SADAKA TAŞI;OYUK;BIRAKMAK;GİZLİ;YARDIM;CAMİ;5
ASKIDA EKMEK;ÖDEMEK;BAŞKASI;FIRIN;YARDIM;GİZLİ;4
YETİM;ANNE;BABA;KORUMAK;YARDIM;ÇOCUK;3
KOMŞU HAKKI;İNANIŞ;YARDIM;YAN;ÖNEMLİ;GÖZETMEK;4
HELALLEŞMEK;AF;VEDA;GÖNÜL;İSTEMEK;BAYRAM;4
KUSURA BAKMA;ÖZÜR;SÖZ;NEZAKET;AF;İSTEMEK;3
ELİNE SAĞLIK;YEMEK;ÖVGÜ;SÖZ;TEŞEKKÜR;AŞÇI;3
GEÇMİŞ OLSUN;HASTA;SÖZ;ZİYARET;DİLEK;İYİLEŞMEK;2
AFİYET OLSUN;YEMEK;SÖZ;SOFRA;DİLEK;SONRA;2
KOLAY GELSİN;ÇALIŞMAK;SÖZ;GEÇERKEN;DİLEK;İŞ;3
HAYIRLI OLSUN;YENİ;SÖZ;TEBRİK;İŞ;DİLEK;3
GÜLE GÜLE;VEDA;SÖZ;GİDEN;ARKASINDAN;UĞURLAMAK;2
HOŞ GELDİN;MİSAFİR;KAPI;SÖZ;KARŞILAMAK;GÜLÜMSEMEK;2
SU DÖKMEK;GİDEN;ARKASINDAN;UĞUR;YOLCULUK;İNANIŞ;4
UĞURLAMAK;YOLCU;VEDA;EL SALLAMAK;KAPI;GİTMEK;3
BAYRAM NAMAZI;SABAH;CAMİ;KALABALIK;ERKEN;TÖREN;3
MEZAR ZİYARETİ;BAYRAM;DUA;ÇİÇEK;ANMA;GİTMEK;3
AŞURE GÜNÜ;MUHARREM;DAĞITMAK;KOMŞU;TATLI;GELENEK;4
KANDİL SİMİDİ;SUSAM;GECE;DAĞITMAK;KOMŞU;İKRAM;4
MEVLEVİ;SEMA;KONYA;TARİKAT;NEY;DÖNMEK;5
TESPİH;TANE;ÇEKMEK;EL;SAYMAK;KEHRİBAR;3
KEHRİBAR;SARI;TAŞ;TESPİH;IŞIK;DEĞERLİ;5
GÜMÜŞ YÜZÜK;TAŞ;PARMAK;ERKEK;TAKMAK;İŞLEME;4
ALTIN BİLEZİK;DÜĞÜN;TAKMAK;KOL;SARI;YATIRIM;3
ÇEYREK ALTIN;DÜĞÜN;TAKMAK;KÜÇÜK;YATIRIM;SARI;3
GÜMÜŞ TEPSİ;İKRAM;PARLAK;TAŞIMAK;MİSAFİR;SÜS;4
GÜĞÜM;SU;BAKIR;TAŞIMAK;UZUN BOYUN;KÖY;5
TESTİ;TOPRAK;SU;SOĞUK;KULP;KÖY;4
MAŞRAPA;SU;İÇMEK;METAL;KULP;HAMAM;5
LEĞEN;SU;YIKAMAK;GENİŞ;ÇAMAŞIR;METAL;4
İBRİK;SU;DÖKMEK;İNCE;EL YIKAMAK;KULP;4
KÖZ;ATEŞ;KIRMIZI;SÖNMEK;MANGAL;SICAK;4
TÜTSÜ;KOKU;DUMAN;YAKMAK;NAZAR;İNANIŞ;5
ÜZERLİK;OT;YAKMAK;NAZAR;KOKU;İNANIŞ;5
GELİN TELİ;PARLAK;BAŞ;DÜĞÜN;GÜMÜŞ;TAKMAK;5
DUVAK;GELİN;BAŞ;ÖRTMEK;BEYAZ;AÇMAK;3
GERDEK;DÜĞÜN;GECE;ODA;GELENEK;SONRASI;5
YENGE;GELİN;YARDIM;DÜĞÜN;YANINDA;AKRABA;4
SAĞDIÇ;DAMAT;YANINDA;ARKADAŞ;DÜĞÜN;DESTEK;4
DÜĞÜN SALONU;MASA;MÜZİK;DAVETLİ;DANS;TAKI;3
KOMŞU TABAĞI;YEMEK;GELENEK;İKRAM;GERİ;BOŞ DEĞİL;5
ELMA ŞEKERİ;KIRMIZI;ÇUBUK;PANAYIR;ÇOCUK;PARLAK;3
PAMUK ŞEKER;PEMBE;ÇUBUK;PANAYIR;HAFİF;ÇOCUK;3
PANAYIR;LUNAPARK;ÇADIR;SATIŞ;EĞLENCE;KÖY;4
LUNAPARK;DÖNME DOLAP;ÇARPIŞAN;BİLET;ÇOCUK;EĞLENCE;2
DÖNME DOLAP;YÜKSEK;KABİN;YAVAŞ;MANZARA;LUNAPARK;3
ATLIKARINCA;DÖNMEK;AT;MÜZİK;ÇOCUK;RENKLİ;3
SÜNNET DÜĞÜNÜ;ÇOCUK;KIYAFET;TAHT;DAVET;HEDİYE;3
KİRVE;SÜNNET;YANINDA;GELENEK;BAĞ;AKRABA;5
ASKERLİK;VATAN;GÖREV;TERHİS;ÜNİFORMA;YIL;3
TERHİS;ASKER;BİTMEK;DÖNMEK;SEVİNÇ;BELGE;4
HELVA SOHBETİ;KIŞ;GECE;TOPLANMAK;TATLI;OYUN;5
KIŞ GECESİ;SOBA;SOHBET;UZUN;ÇAY;AİLE;3
SOHBET;KONUŞMAK;OTURMAK;ÇAY;UZUN;DOST;2
DOSTLUK;ARKADAŞ;GÜVEN;UZUN;PAYLAŞMAK;BAĞ;2
YARDIMLAŞMA;BİRLİKTE;DESTEK;ZOR GÜN;KOMŞU;EL;3
ÖRF;GELENEK;TOPLUM;KURAL;ÂDET;ESKİ;5
MİLLİ PİYANGO;BİLET;ÇEKİLİŞ;YILBAŞI;NUMARA;İKRAMİYE;3
YILBAŞI;OTUZ BİR;ÇEKİLİŞ;GECE;AİLE;YENİ YIL;2
ÇEYİZ SERGİSİ;GÖSTERMEK;İŞLEME;GELİN;KOMŞU;ODA;5
EL İŞLEMESİ;İĞNE;DESEN;KUMAŞ;SABIR;ÇEYİZ;4
DANTEL;İNCE;ÖRGÜ;BEYAZ;MASA;İĞNE;4
TIĞ;ÖRMEK;UÇ;KANCA;İP;İNCE;5
YÜN ÇORAP;ÖRMEK;KIŞ;ANNEANNE;SICAK;DESEN;3
YELEK;KOLSUZ;ÖRGÜ;GİYMEK;ÜSTÜNE;KIŞ;3
TAKKE;BAŞ;KÜÇÜK;ÖRGÜ;NAMAZ;ERKEK;4
FES;KIRMIZI;BAŞ;PÜSKÜL;OSMANLI;ESKİ;3
KAVUK;BAŞ;SARIK;ESKİ;OSMANLI;BÜYÜK;5
PÜSKÜL;SARKMAK;İP;SÜS;UÇ;RENKLİ;4
HEYBE;OMUZ;TAŞIMAK;DOKUMA;İKİ GÖZ;EŞEK;5
AHŞAP OYMA;BIÇAK;DESEN;TAHTA;SANAT;SABIR;5
TAŞ İŞÇİLİĞİ;OYMAK;DUVAR;DESEN;USTA;YAPI;5
VİTRAY;RENKLİ CAM;IŞIK;PENCERE;DESEN;KURŞUN;5
TAŞ KÖPRÜ;KEMER;ESKİ;NEHİR;YAYA;DAYANIKLI;4
ÇEŞME BAŞI;SU;TOPLANMAK;KÖY;SOHBET;DOLDURMAK;4
SU KEMERİ;ROMA;TAŞ;TAŞIMAK;YÜKSEK;KEMER;4
GÜL SUYU;KOKU;ISPARTA;İKRAM;ŞİŞE;SERPMEK;4
GÜL BAHÇESİ;ISPARTA;KOKU;YAĞ;TOPLAMAK;PEMBE;4
LAVANTA;MOR;KOKU;TARLA;ISPARTA;KURUTMAK;3
ARICILIK;KOVAN;BAL;ARI;DUMAN;KORUYUCU;3
KOVAN;ARI;BAL;AHŞAP;PETEK;KUTU;3
