kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
NAKIŞ;İĞNE;İPLİK;DESEN;KUMAŞ;SABIR;2
KANAVİÇE;SAYMAK;İPLİK;DESEN;KUMAŞ;ÇAPRAZ;5
TIĞ İŞİ;ÖRMEK;İP;DESEN;EL;YAPMAK;3
ÖRGÜ ŞİŞİ;İKİ;İP;ÖRMEK;METAL;UZUN;3
YÜN YUMAK;SARMAK;ÖRGÜ;RENKLİ;YUVARLAK;KEDİ;2
DİKİŞ MAKİNESİ;PEDAL;İPLİK;KUMAŞ;DİKMEK;SES;3
AHŞAP OYUNCAK;YAPMAK;ÇOCUK;BOYAMAK;EL;DOĞAL;4
HOBİ BAHÇESİ;SEBZE;EKMEK;KÜÇÜK;ŞEHİR;KİRALAMAK;3
YEMEK YAPMAK;TARİF;MUTFAK;DENEMEK;ZEVK;HOBİ;2
PASTA YAPMAK;KREMA;FIRIN;SÜSLEMEK;DOĞUM GÜNÜ;TARİF;2
EKMEK YAPMAK;MAYA;HAMUR;FIRIN;KOKU;BEKLETMEK;2
BARBEKÜ;MANGAL;BAHÇE;ET;DAVET;DUMAN;2
YILDIZ GÖZLEMİ;TELESKOP;GECE;KARANLIK;TAKIMYILDIZ;DAĞ;4
DENEY SETİ;ÇOCUK;TÜP;RENK;ÖĞRENMEK;KUTU;3
ROBOTİK KODLAMA;ÇOCUK;PARÇA;KOMUT;KURS;ÖĞRENMEK;4
BİLGİSAYAR OYUNU;EKRAN;KLAVYE;SEVİYE;SAAT;OYNAMAK;2
MOBİL OYUN;TELEFON;PARMAK;SEVİYE;ÜCRETSİZ;OYNAMAK;1
OYUN SEVİYESİ;GEÇMEK;ZOR;BÖLÜM;PUAN;İLERLEMEK;3
YÜKSEK SKOR;REKOR;TABLO;GEÇMEK;OYUN;İSİM;2
ÇOK OYUNCULU;İNTERNET;ARKADAŞ;BİRLİKTE;TAKIM;OYUN;4
OYUN KARAKTERİ;SEÇMEK;İSİM;GÖRÜNÜM;GÜÇ;EKRAN;3
RETRO OYUN;ESKİ;PİKSEL;ATARİ;NOSTALJİ;BASİT;3
ATARİ;ESKİ;OYUN;TELEVİZYON;ÇUBUK;NOSTALJİ;3
PİNBOL;TOP;ÇARPMAK;MAKİNE;PUAN;IŞIK;5
OYUN SALONU;JETON;MAKİNE;GÜRÜLTÜ;ÇOCUK;EĞLENCE;2
JETON;ATMAK;MAKİNE;OYUN;METAL;ALMAK;2
HALI SAHA;FUTBOL;ARKADAŞ;AKŞAM;KİRALAMAK;MAÇ;1
ODADAN KAÇIŞ;İPUCU;SÜRE;KİLİT;GRUP;ÇÖZMEK;3
HOBİ DÜKKÂNI;MALZEME;BOYA;İP;RAF;SEÇMEK;3
EL BECERİSİ;YAPMAK;PARMAK;YETENEK;GELİŞTİRMEK;İŞ;3
SABIR İŞİ;UZUN;YAVAŞ;DİKKAT;BİTİRMEK;EMEK;3
BOŞ ZAMAN;HOBİ;DEĞERLENDİRMEK;KEYİF;AKŞAM;HAFTA SONU;2
HOBİ;SEVEREK;YAPMAK;BOŞ ZAMAN;PARA DEĞİL;KEYİF;1
KOLEKSİYONER;TOPLAMAK;NADİR;SERGİ;TUTKU;YIL;4
TAKAS;DEĞİŞTİRMEK;İKİ KİŞİ;PARASIZ;VERMEK;ALMAK;3
GÖNÜLLÜLÜK;YARDIM;ÜCRETSİZ;ZAMAN;DERNEK;KATILMAK;3
MANTAR TOPLAMA;ORMAN;SEPET;SONBAHAR;DİKKAT;YEMEK;4
BAHÇE İŞİ;ÇAPA;SULAMAK;TOPRAK;YORUCU;KEYİF;2
KUŞ YEMİ;BALKON;SERPMEK;KIŞ;GÜVERCİN;KAP;2
ŞAH MAT;SATRANÇ;BİTİŞ;KRAL;KAZANMAK;HAMLE;2
HAMLE;SIRA;OYUN;DÜŞÜNMEK;TAŞ;YAPMAK;2
KURA;ÇEKMEK;SIRA;ŞANS;BELİRLEMEK;İSİM;3
MAKRAME;İP;DÜĞÜM;DUVAR;SÜS;ÖRMEK;5
KUMAŞ BOYAMA;DESEN;RENK;BATIRMAK;TİŞÖRT;EL;3
BATİK;KUMAŞ;BAĞLAMAK;BOYA;DESEN;RENKLİ;4
TİŞÖRT BASKISI;DESEN;YAZI;ÜTÜ;RENK;ÖZEL;4
ROZET;İĞNE;YAKA;KÜÇÜK;TAKMAK;KOLEKSİYON;3
ÇIKARTMA;YAPIŞTIRMAK;RENKLİ;DEFTER;ÇOCUK;TOPLAMAK;2
FOTOĞRAF BASKISI;KÂĞIT;ÇERÇEVE;ASMAK;HATIRA;ALBÜM;4
ÇERÇEVE;RESİM;DUVAR;CAM;ASMAK;AHŞAP;2
DUVAR SÜSÜ;ASMAK;DEKOR;EV;YAPMAK;GÖRÜNTÜ;3
ÇİÇEK ARANJMANI;VAZO;DÜZENLEMEK;RENK;DAL;SÜS;4
VAZO;ÇİÇEK;SU;CAM;MASA;DAR AĞIZ;2
KURU ÇİÇEK;PRESLEMEK;KİTAP;SAKLAMAK;SOLMAK;SÜS;3
KOKULU TAŞ;DOLAP;LAVANTA;KÜÇÜK;SÜS;YAPMAK;5
EV DEKORASYONU;RENK;MOBİLYA;DÜZEN;ZEVK;DEĞİŞİM;3
MOBİLYA YENİLEME;ZIMPARA;BOYA;ESKİ;VERNİK;DÖNÜŞTÜRMEK;4
ZIMPARA;PÜRÜZ;AHŞAP;SÜRTMEK;KÂĞIT;DÜZLEŞTİRMEK;3
VERNİK;PARLAK;AHŞAP;SÜRMEK;KORUMAK;KURUMAK;3
TUTKAL;YAPIŞTIRMAK;TÜP;KURUMAK;PARÇA;GÜÇLÜ;2
SİLİKON TABANCA;ISI;YAPIŞTIRMAK;ÇUBUK;EL İŞİ;ERİMEK;4
MATKAP;DELMEK;DUVAR;VİDA;SES;UÇ;2
ALET ÇANTASI;TORNAVİDA;PENSE;ÇEKİÇ;TAŞIMAK;EV;2
KENDİN YAP;MALZEME;TARİF;EV;YAPMAK;TASARRUF;3
TAMİR ETMEK;BOZUK;ÇALIŞTIRMAK;ALET;SÖKMEK;ONARMAK;2
SÖKMEK;PARÇA;AYIRMAK;VİDA;MERAK;İÇİNE BAKMAK;3
TALİMAT;YAZI;ADIM;OKUMAK;TAKİP;RESİM;3
ATIK MALZEME;YENİDEN;KULLANMAK;ÇEVRE;YARATICI;PROJE;3
AHŞAP RAF;YAPMAK;DUVAR;KİTAP;VİDA;ÖLÇÜ;3
KUŞ EVİ;AHŞAP;BAHÇE;ASMAK;KÜÇÜK;YAPMAK;2
BEBEK EVİ;KÜÇÜK;ODA;OYUNCAK;YAPMAK;MOBİLYA;3
TREN SETİ;RAY;KÜÇÜK;ÇOCUK;DÖNMEK;VAGON;3
FİGÜR;KÜÇÜK;RAF;KARAKTER;BİRİKTİRMEK;PLASTİK;3
KART KOLEKSİYONU;RESİM;NADİR;TAKAS;PAKET;BİRİKTİRMEK;4
TAŞ KOLEKSİYONU;RENK;PARLAK;TOPLAMAK;DOĞA;RAF;5
YAPRAK KURUTMAK;KİTAP;ARASINA;PRES;SONBAHAR;SAKLAMAK;4
AĞAÇ EVİ;ÇOCUK;DAL;TIRMANMAK;BAHÇE;GİZLİ;2
HAMAK;İP;AĞAÇ;SALLANMAK;UZANMAK;BAHÇE;2
ŞÖMİNE;ODUN;ATEŞ;SALON;SICAK;OTURMAK;2
AİLE OYUNU;BİRLİKTE;MASA;GÜLMEK;AKŞAM;KURALLAR;2
GRUP OYUNU;KALABALIK;TAKIM;EĞLENCE;KURAL;YARIŞMAK;2
TAKIM OLMAK;BÖLÜŞMEK;İKİ;OYUN;SEÇMEK;BİRLİKTE;2
PUAN TABLOSU;YAZMAK;SAYMAK;KÂĞIT;OYUN;SONUÇ;3
KURAL KİTAPÇIĞI;OKUMAK;OYUN;KUTU;AÇIKLAMA;İLK;4
HİLE;KURAL DIŞI;YAKALANMAK;OYUN;KIZMAK;GİZLİ;2
SIRA BEKLEMEK;OYUN;SABIR;GELMEK;ATLAMAK;KURAL;3
KAZANAN;BİRİNCİ;SEVİNÇ;OYUN;ALKIŞ;SON;1
KAYBEDEN;SON;ÜZÜLMEK;OYUN;TEKRAR;İSTEMEK;2
EĞLENCE;GÜLMEK;NEŞE;ARKADAŞ;ZAMAN;GEÇİRMEK;1
KAHKAHA;GÜLMEK;SES;NEŞE;BULAŞICI;YÜKSEK;1
ŞAKA;GÜLDÜRMEK;KANDIRMAK;ARKADAŞ;NİSAN;MASUM;1
ESPRİ;GÜLDÜRMEK;SÖZ;ZEKÂ;ANLAMAK;KISA;2
TAKLİT;BENZETMEK;SES;HAREKET;GÜLDÜRMEK;YAPMAK;2
PANTOMİM;SESSİZ;HAREKET;ANLATMAK;YÜZ;BEYAZ;3
HOKKABAZ;ÜÇ TOP;HAVA;YAKALAMAK;GÖSTERİ;HIZLI;5
SİHİRBAZ;ŞAPKA;TAVŞAN;NUMARA;ŞAŞIRTMAK;GÖSTERİ;2
SİHİR NUMARASI;KART;GİZLEMEK;ŞAŞIRMAK;EL ÇABUKLUĞU;GÖSTERİ;4
BALON ŞİŞİRMEK;AĞIZ;PATLAMAK;RENKLİ;PARTİ;HAVA;2
KONFETİ;RENKLİ;KÂĞIT;ATMAK;KUTLAMA;YERE;3
PARTİ;DAVET;MÜZİK;PASTA;ARKADAŞ;EĞLENCE;1
SÜRPRİZ PARTİ;GİZLİ;IŞIK;BAĞIRMAK;DAVET;ŞAŞIRMAK;3
OYUNCAK KUTUSU;TOPLAMAK;ÇOCUK;DAĞINIK;İÇİNE;RENKLİ;3
PELUŞ OYUNCAK;YUMUŞAK;SARILMAK;AYICIK;ÇOCUK;YATAK;2
TAHTEREVALLİ;İKİ KİŞİ;İNİP ÇIKMAK;PARK;ÇOCUK;DENGE;3
HALKA ATMA;ÇUBUK;GEÇİRMEK;OYUN;PUAN;ATMAK;3
YARIŞMA;SORU;PUAN;KAZANMAK;TAKIM;EĞLENCE;1
BİLGİ YARIŞMASI;SORU;CEVAP;PUAN;GENEL KÜLTÜR;TAKIM;3
TAHMİN OYUNU;BİLMEK;İPUCU;SÖYLEMEK;PUAN;DÜŞÜNMEK;3
KELİME TÜRETME;HARF;YENİ;BULMAK;OYUN;PUAN;4
HAFIZA OYUNU;KART;ÇEVİRMEK;EŞLEŞTİRMEK;HATIRLAMAK;DİKKAT;2
ZAMANA KARŞI;SÜRE;ACELE;KUM SAATİ;BİTMEK;HEYECAN;4
KUM SAATİ;ÇEVİRMEK;AKMAK;SÜRE;CAM;OYUN;2
KRONOMETRE;SÜRE;BAŞLAT;DURDUR;SANİYE;ÖLÇMEK;3
VİTRİN DOLABI;CAM;SERGİLEMEK;RAF;BİRİKTİRMEK;TOZ;5
HOBİ ODASI;MASA;MALZEME;DÜZEN;KENDİ;ÇALIŞMAK;3
ATÖLYE ÇALIŞMASI;GRUP;ÖĞRENMEK;MALZEME;EĞİTMEN;GÜN;4
KURS;ÖĞRENMEK;HAFTA;HOCA;KAYIT;BELGE;2
DENEYİM;YAŞAMAK;ÖĞRENMEK;YIL;BİLGİ;KAZANMAK;2
YETENEK;DOĞAL;GELİŞTİRMEK;GÖSTERMEK;ÖZEL;KEŞFETMEK;2
HEVES;İSTEK;YENİ;BAŞLAMAK;GEÇMEK;ANİ;3
TUTKU;ÇOK SEVMEK;VAZGEÇMEMEK;İÇTEN;HOBİ;GÜÇLÜ;3
AZİM;VAZGEÇMEMEK;DEVAM;BAŞARI;ÇABA;KARARLI;3
SATRANÇ KULÜBÜ;TAHTA;TURNUVA;ÜYE;SESSİZ;OYNAMAK;4
BRİÇ;İSKAMBİL;DÖRT KİŞİ;EŞ;ZOR;KULÜP;4
GO OYUNU;SİYAH;BEYAZ;TAŞ;UZAK DOĞU;TAHTA;5
TANGRAM;PARÇA;ŞEKİL;GEOMETRİ;OLUŞTURMAK;YEDİ;5
DENGE OYUNU;YIKILMAK;DİKKAT;ÜST ÜSTE;PARÇA;ÇEKMEK;3
KULE KURMAK;BLOK;ÜST ÜSTE;YIKILMAK;DİKKAT;YÜKSEK;2
YAPI BLOKLARI;ÇOCUK;BİRLEŞTİRMEK;RENKLİ;PLASTİK;KURMAK;3
AKVARYUM BAKIMI;SU;FİLTRE;TEMİZLEMEK;BALIK;YOSUN;4
BİTKİ BAKIMI;SULAMAK;IŞIK;GÜBRE;YAPRAK;DÜZENLİ;2
ORKİDE;ÇİÇEK;NAZLI;SAKSI;PEMBE;AZ SU;3
SARDUNYA;BALKON;KIRMIZI;SAKSI;YAZ;ÇİÇEK;3
FESLEĞEN;KOKU;YEŞİL;SAKSI;SİVRİSİNEK;YAPRAK;2
BAHÇE MOBİLYASI;MASA;SANDALYE;DIŞARI;OTURMAK;YAZ;4
DOĞA KAMPI;ÇADIR;GRUP;GECE;ATEŞ;YÜRÜYÜŞ;2
MAĞARA TURU;KARANLIK;FENER;SARKIT;REHBER;SERİN;3
AT BİNMEK;EYER;DİZGİN;TIRIS;ÖĞRENMEK;ÇİFTLİK;2
YÜRÜYÜŞ BOTU;BAĞCIK;SERT;AYAK;DOĞA;RAHAT;3
HARİTA ÇİZMEK;KÂĞIT;YOL;İŞARET;PLAN;KALEM;4
HAZİNE AVI;İPUCU;ARAMAK;GİZLEMEK;ÇOCUK;OYUN;2
DÜĞÜM ATMAK;İP;ÖĞRENMEK;SIKI;ÇÖZMEK;DENİZCİ;3
DERİ İŞLEME;KESMEK;DİKMEK;CÜZDAN;EL;KOKU;5
RESİM SERGİSİ;DUVAR;ZİYARET;SANATÇI;AÇILIŞ;ESER;3
SANAT KURSU;ÇİZİM;BOYA;HOCA;ÖĞRENMEK;ATÖLYE;2
AMATÖR TİYATRO;SAHNE;PROVA;GÖNÜLLÜ;OYUN;SALON;4
KOROYA KATILMAK;ŞARKI;GRUP;SES;PROVA;BİRLİKTE;4
YOGA MATI;SERMEK;YERE;İNCE;KAYMAZ;TAŞIMAK;3
MEDİTASYON;SESSİZ;NEFES;OTURMAK;GÖZ KAPALI;SAKİN;3
HAFTA SONU PLANI;ARKADAŞ;GEZİ;DİNLENMEK;PROGRAM;YAPMAK;3
ARKADAŞ BULUŞMASI;KAHVE;SOHBET;PLAN;GÜLMEK;ÖZLEMEK;3
OYUN GECESİ;ARKADAŞ;MASA;ATIŞTIRMALIK;GÜLMEK;GEÇ;2
HİKÂYE ANLATMAK;ÇOCUK;GECE;UYKU;SES;HAYAL;3
EL GÖLGESİ;DUVAR;LAMBA;ŞEKİL;PARMAK;HAYVAN;3
YÜZ BOYAMA;ÇOCUK;RENK;KELEBEK;FIRÇA;PARTİ;2
HEDİYE PAKETİ;KURDELE;KÂĞIT;SARMAK;SÜRPRİZ;AÇMAK;3
KURDELE;İNCE;BAĞLAMAK;RENKLİ;SÜS;FİYONK;2
FİYONK;BAĞLAMAK;KURDELE;SÜS;İKİ HALKA;HEDİYE;3
KÂĞIT UÇAK;KATLAMAK;ATMAK;SÜZÜLMEK;ÇOCUK;SINIF;1
KÂĞIT GEMİ;KATLAMAK;SU;YÜZDÜRMEK;ÇOCUK;YAĞMUR;2
KARDAN ADAM;KAR;HAVUÇ;DÜĞME;YUVARLAMAK;KIŞ;1
KAR TOPU;YUVARLAK;ATMAK;OYUN;SOĞUK;EL;1
KIZAK;KAR;KAYMAK;YOKUŞ;ÇEKMEK;ÇOCUK;1
