kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
UĞURCAN ÇAKIR;KALECİ;MİLLİ;TRABZON;KURTARIŞ;ELDİVEN;4
ZEKİ ÇELİK;BEK;MİLLİ;İTALYA;SAVUNMA;OYUNCU;5
ORKUN KÖKÇÜ;ORTA SAHA;MİLLİ;PAS;HOLLANDA;GENÇ;5
CENK TOSUN;FORVET;MİLLİ;GOL;BEŞİKTAŞ;İNGİLTERE;4
İLKAY GÜNDOĞAN;ORTA SAHA;ALMANYA;MİLLİ;KAPTAN;TECRÜBE;4
HİDAYET TÜRKOĞLU;BASKETBOL;UZUN;AMERİKA;MİLLİ;POTA;3
MEHMET OKUR;BASKETBOL;AMERİKA;PİVOT;MİLLİ;ATIŞ;4
ERSAN İLYASOVA;BASKETBOL;AMERİKA;MİLLİ;RİBAUND;OYUNCU;5
CEDİ OSMAN;BASKETBOL;MİLLİ;AMERİKA;GENÇ;OYUNCU;4
ALPEREN ŞENGÜN;BASKETBOL;PİVOT;AMERİKA;MİLLİ;GENÇ;3
FURKAN KORKMAZ;BASKETBOL;ATIŞ;MİLLİ;AMERİKA;OYUNCU;5
FİLENİN SULTANLARI;VOLEYBOL;KADIN;MİLLİ;ŞAMPİYON;LAKAP;3
VAKIFBANK;VOLEYBOL;KULÜP;KADIN;ŞAMPİYON;AVRUPA;4
EBRAR KARAKURT;VOLEYBOL;SMAÇ;MİLLİ;GENÇ;GÜÇLÜ;4
ZEHRA GÜNEŞ;VOLEYBOL;PİVOT;MİLLİ;BLOK;UZUN;4
HANDE BALADIN;VOLEYBOL;MİLLİ;SMAÇ;KULÜP;OYUNCU;5
HALİL MUTLU;HALTER;ALTIN;OLİMPİYAT;KÜÇÜK;MİLLİ;4
TAHA AKGÜL;GÜREŞ;ALTIN;OLİMPİYAT;AĞIR SIKLET;MİLLİ;4
RIZA KAYAALP;GÜREŞ;GREKOROMEN;ŞAMPİYON;MİLLİ;MADALYA;4
SERVET TAZEGÜL;TEKVANDO;ALTIN;OLİMPİYAT;TEKME;MİLLİ;5
BUSE NAZ ÇAKIROĞLU;BOKS;RİNG;MADALYA;MİLLİ;KADIN;4
RAMİL GULİYEV;ATLETİZM;İKİ YÜZ METRE;ŞAMPİYON;MİLLİ;KOŞU;5
KENAN SOFUOĞLU;MOTOSİKLET;ŞAMPİYON;HIZ;DÜNYA;MİLLİ;4
MESSİ;ARJANTİN;KÜÇÜK;SOL AYAK;BARCELONA;DÜNYA KUPASI;2
RONALDO;PORTEKİZ;KAS;GOL;KAFA;ÜNLÜ;2
PELE;BREZİLYA;EFSANE;GOL;ÜÇ KUPA;KRAL;3
MARADONA;ARJANTİN;TANRININ ELİ;EFSANE;SOL AYAK;GOL;3
ZİDANE;FRANSA;ORTA SAHA;KAFA ATMAK;ZARİF;HOCA;3
BECKHAM;İNGİLTERE;FRİKİK;ORTA;YAKIŞIKLI;ÜNLÜ;3
NEYMAR;BREZİLYA;ÇALIM;SAÇ;GOL;PARİS;3
MBAPPE;FRANSA;HIZ;GENÇ;GOL;DÜNYA KUPASI;3
BUFFON;İTALYA;KALECİ;UZUN YIL;EFSANE;KURTARIŞ;4
RONALDİNHO;BREZİLYA;GÜLÜMSEME;ÇALIM;YETENEK;NEŞE;3
REAL MADRİD;İSPANYA;BEYAZ;KUPA;ŞAMPİYONLAR;DEV;2
BARCELONA;İSPANYA;KATALAN;PAS;KULÜP;MESSİ;2
MANCHESTER;İNGİLTERE;KIRMIZI;KULÜP;LİG;ŞEHİR;3
LİVERPOOL;İNGİLTERE;KIRMIZI;MARŞ;KULÜP;LİMAN;3
BAYERN MÜNİH;ALMANYA;KIRMIZI;ŞAMPİYON;KULÜP;LİG;3
JUVENTUS;İTALYA;SİYAH BEYAZ;TORİNO;KULÜP;ŞAMPİYON;3
MİLAN;İTALYA;KIRMIZI SİYAH;KULÜP;ŞEHİR;ŞAMPİYON;3
CHELSEA;İNGİLTERE;MAVİ;LONDRA;KULÜP;LİG;3
ARSENAL;İNGİLTERE;KIRMIZI;LONDRA;KULÜP;TOPÇU;3
AJAX;HOLLANDA;GENÇ;YETİŞTİRMEK;KULÜP;AMSTERDAM;4
JORDAN;BASKETBOL;YİRMİ ÜÇ;EFSANE;AMERİKA;UÇMAK;2
KOBE;BASKETBOL;AMERİKA;EFSANE;MOR SARI;ATIŞ;3
LEBRON;BASKETBOL;AMERİKA;GÜÇLÜ;UZUN YIL;POTA;3
CURRY;BASKETBOL;ÜÇLÜK;UZAK;AMERİKA;ATIŞ;3
FEDERER;TENİS;İSVİÇRE;ZARİF;RAKET;ŞAMPİYON;3
NADAL;TENİS;İSPANYA;TOPRAK;SOL;ŞAMPİYON;3
DJOKOVİÇ;TENİS;SIRBİSTAN;ESNEK;ŞAMPİYON;RAKET;4
SERENA;TENİS;AMERİKA;KADIN;GÜÇLÜ;ŞAMPİYON;4
USAIN BOLT;KOŞU;JAMAİKA;YÜZ METRE;REKOR;HIZLI;3
PHELPS;YÜZME;AMERİKA;MADALYA;HAVUZ;REKOR;3
MUHAMMED ALİ;BOKS;KELEBEK;ARI;EFSANE;AMERİKA;3
TYSON;BOKS;YUMRUK;AĞIR SIKLET;KORKU;AMERİKA;4
SCHUMACHER;FORMULA;ALMANYA;KIRMIZI;ŞAMPİYON;PİST;4
HAMİLTON;FORMULA;İNGİLTERE;ŞAMPİYON;PİST;REKOR;4
ALİ SAMİ YEN;STAT;GALATASARAY;ESKİ;İSTANBUL;KURUCU;4
ŞÜKRÜ SARACOĞLU;STAT;FENERBAHÇE;KADIKÖY;İSTANBUL;İSİM;4
İNÖNÜ STADI;BEŞİKTAŞ;DENİZ;ESKİ;İSTANBUL;TRİBÜN;4
ATATÜRK OLİMPİYAT;STAT;BÜYÜK;İSTANBUL;FİNAL;KAPASİTE;4
TARAFTAR MARŞI;SÖYLEMEK;TRİBÜN;BİRLİKTE;GURUR;SES;4
KUPA TÖRENİ;PODYUM;KONFETİ;KALDIRMAK;ŞAMPİYON;MADALYA;3
KUPA ALAYI;OTOBÜS;ÜSTÜ AÇIK;TARAFTAR;SOKAK;KUTLAMA;4
LİG ŞAMPİYONLUĞU;SEZON;KUPA;PUAN;KUTLAMA;TAKIM;3
AVRUPA KUPASI;TAKIM;ULUSLARARASI;MAÇ;GRUP;FİNAL;3
ŞAMPİYONLAR LİGİ;AVRUPA;MÜZİK;GRUP;FİNAL;KULÜP;3
UEFA KUPASI;AVRUPA;İKİNCİ;KUPA;GALATASARAY;İKİ BİN;4
DÜNYA ÜÇÜNCÜLÜĞÜ;MİLLİ;İKİ BİN İKİ;FUTBOL;TARİH;GURUR;4
TRANSFER SEZONU;OCAK;YAZ;İMZA;KULÜP;DEDİKODU;4
FORMA NUMARASI;ON;SIRT;SEÇMEK;İSİM;OYUNCU;3
ON NUMARA;OYUN KURUCU;YETENEK;FORMA;ÖNEMLİ;PAS;4
EFSANE MAÇ;UNUTULMAZ;GERİ DÖNÜŞ;SKOR;ANLATILMAK;TARİH;4
PENALTI ATIŞLARI;SIRA;KALECİ;GERGİNLİK;KAÇIRMAK;SERİ;3
UZATMALAR;SON;GOL;NEFES;YORGUN;DAKİKA;4
FORMA GİYMEK;OYUNCU;MİLLİ;GURUR;MAÇ;İLK;3
ANTRENÖR DEĞİŞİMİ;İSTİFA;YENİ;KULÜP;KARAR;BAŞARISIZ;4
TARAFTAR TEPKİSİ;ISLIK;PANKART;KIZMAK;TRİBÜN;YÖNETİM;4
TARAFTAR DERNEĞİ;ÜYE;DESTEK;GRUP;RENK;TOPLANMAK;5
AMATÖR KÜME;KÜÇÜK;YEREL;SAHA;TAKIM;LİG;5
SPOR OKULU;ÇOCUK;ANTRENÖR;HAFTA SONU;ÖĞRENMEK;KULÜP;3
EFSANE KADRO;YILLAR;OYUNCU;BAŞARI;HATIRLAMAK;TAKIM;4
GAZİANTEP FK;GÜNEYDOĞU;KULÜP;LİG;KIRMIZI;SİYAH;5
HATAYSPOR;ANTAKYA;KULÜP;BORDO;BEYAZ;LİG;5
KARAGÜMRÜK;İSTANBUL;SEMT;KULÜP;ESKİ;LİG;5
GİRESUNSPOR;KARADENİZ;YEŞİL;BEYAZ;KULÜP;FINDIK;5
KOCAELİSPOR;İZMİT;YEŞİL;SİYAH;KULÜP;KÖRFEZ;5
SAKARYASPOR;ADAPAZARI;YEŞİL;SİYAH;KULÜP;LİG;5
DENİZLİSPOR;HOROZ;YEŞİL;SİYAH;KULÜP;EGE;5
ALTINORDU;İZMİR;ALTYAPI;GENÇ;KULÜP;YETİŞTİRMEK;5
SÜPER LİG;TÜRKİYE;ON SEKİZ;TAKIM;SEZON;ŞAMPİYON;3
BİRİNCİ LİG;ALT;YÜKSELMEK;TAKIM;SEZON;MÜCADELE;4
TÜRKİYE KUPASI;ELEME;FİNAL;TAKIM;KUPA;TEK MAÇ;3
SÜPER KUPA;İKİ ŞAMPİYON;TEK MAÇ;SEZON;BAŞLANGIÇ;KUPA;4
FEDERASYON;YÖNETİM;KURAL;LİG;HAKEM;KURUM;4
AY YILDIZLI FORMA;MİLLİ;GİYMEK;GURUR;KIRMIZI;TAKIM;3
GRUP ELEMESİ;MİLLİ;MAÇ;PUAN;TURNUVA;GEÇMEK;4
HAZIRLIK KAMPI;OTEL;ANTRENMAN;TAKIM;SEZON;YURT DIŞI;4
SEZON AÇILIŞI;İLK MAÇ;HEYECAN;TARAFTAR;LİG;BAŞLAMAK;4
KUPA KALDIRMAK;KAPTAN;TAKIM;SEVİNÇ;PODYUM;TÖREN;3
ŞEREF TURU;SAHA;TARAFTAR;ALKIŞ;KUPA;DOLAŞMAK;4
ARMA ÖPMEK;GOL;SEVİNÇ;FORMA;TARAFTAR;GÖĞÜS;4
FORMA DEĞİŞTİRMEK;MAÇ SONU;RAKİP;SAYGI;HATIRA;OYUNCU;4
ÇİFTE KUPA;LİG;TÜRKİYE KUPASI;SEZON;BAŞARI;TAKIM;4
NAMAĞLUP;YENİLMEMEK;SEZON;REKOR;TAKIM;GURUR;5
GALİBİYET SERİSİ;ARKA ARKAYA;KAZANMAK;MAÇ;REKOR;MORAL;4
FARKLI SKOR;BOZGUN;GOL;ÜZÜNTÜ;TARAFTAR;MAÇ;4
GERİYE DÜŞMEK;SKOR;GOL YEMEK;MÜCADELE;DÖNMEK;MAÇ;4
SAKAT LİSTESİ;OYUNCU;KADRO;DIŞI;RAPOR;İYİLEŞMEK;4
CEZALI OYUNCU;KART;OYNAYAMAMAK;MAÇ;KADRO;BEKLEMEK;4
KADRO DIŞI;KARAR;OYUNCU;ANTRENMAN;AYRI;TEKNİK;5
GENÇ YETENEK;ALTYAPI;İLK MAÇ;UMUT;KEŞFEDİLMEK;OYUNCU;3
YABANCI OYUNCU;TRANSFER;UYUM;DİL;KONTENJAN;KULÜP;4
YERLİ OYUNCU;ALTYAPI;MİLLİ;KULÜP;KADRO;TÜRK;4
KİRALIK OYUNCU;GEÇİCİ;BAŞKA KULÜP;SEZON;DÖNMEK;SÖZLEŞME;4
SERBEST TRANSFER;SÖZLEŞME;BİTMEK;ÜCRETSİZ;İMZA;KULÜP;5
MENAJER;OYUNCU;TEMSİL;GÖRÜŞME;YÜZDE;TRANSFER;4
KULÜP MÜZESİ;KUPA;FORMA;TARİH;ZİYARET;VİTRİN;4
ŞEREF TRİBÜNÜ;YÖNETİM;KOLTUK;ÜST;MİSAFİR;MAÇ;4
TARAFTAR YASAĞI;CEZA;DEPLASMAN;GİDEMEMEK;KURUL;MAÇ;5
MAÇ BİLETİ;GİŞE;İNTERNET;KOMBİNE;SIRA;TRİBÜN;3
KOMBİNE BİLET;SEZON;TÜM MAÇLAR;TARAFTAR;ALMAK;İNDİRİM;4
İMZALI FORMA;OYUNCU;HATIRA;ÇERÇEVE;DUVAR;DEĞERLİ;4
TAKIM OTOBÜSÜ;RENK;LOGO;YOL;MAÇ;KAFİLE;4
KAFİLE;TAKIM;YOLCULUK;OTEL;LİSTE;MAÇ;5
MAÇ ÖNCESİ;HEYECAN;HAZIRLIK;TAKTİK;ISINMA;BEKLEMEK;3
SAHA KENARI;TEKNİK;BAĞIRMAK;YEDEK;ÇİZGİ;KOŞMAK;4
TAKIM RUHU;BİRLİK;MÜCADELE;DESTEK;BAŞARI;KADRO;3
TAKIM ARKADAŞI;YARDIM;PAS;BİRLİKTE;ANTRENMAN;KADRO;3
ANTRENMAN SAHASI;ÇİM;KONİ;TOP;EKİP;ÇALIŞMA;4
ÇİFT ANTRENMAN;SABAH;AKŞAM;YORUCU;HAZIRLIK;KAMP;5
TAKTİK TAHTASI;ÇİZGİ;OYUNCU;PLAN;ANLATMAK;KALEM;4
OYUN PLANI;TAKTİK;DİZİLİŞ;HAZIRLIK;UYGULAMAK;MAÇ;4
RAKİP ANALİZİ;İZLEMEK;VİDEO;ZAYIF;HAZIRLIK;PLAN;5
MAÇ İSTATİSTİĞİ;TOPLA OYNAMA;ŞUT;PAS;YÜZDE;EKRAN;4
TOPLA OYNAMA;YÜZDE;ÜSTÜNLÜK;PAS;İSTATİSTİK;MAÇ;5
HAFTANIN MAÇI;ÖNEMLİ;İZLENME;DERBİ;PROGRAM;YAYIN;4
MAÇ YAYINI;TELEVİZYON;KANAL;ABONE;İZLEMEK;CANLI;3
YAYIN HAKLARI;İHALE;KANAL;PARA;LİG;SÖZLEŞME;5
SPOR HABERİ;GAZETE;MANŞET;TRANSFER;OKUMAK;GÜNDEM;3
SPOR GAZETESİ;KIRMIZI;MANŞET;TRANSFER;HABER;OKUMAK;4
GOLCÜ;FORVET;GOL;ATMAK;BEKLEMEK;SANTRFOR;3
SANTRFOR;ÖNDE;GOL;FORVET;POZİSYON;KAFA;4
KANAT OYUNCUSU;HIZLI;YAN;ORTA;ÇALIM;POZİSYON;4
OYUN KURUCU;PAS;YARATMAK;ORTA SAHA;VİZYON;ON NUMARA;4
TOP KAPMAK;RAKİP;SAVUNMA;MÜCADELE;ALMAK;ORTA SAHA;4
GERİ PAS;KALECİ;GÜVENLİ;OYUN;VERMEK;DÖNMEK;4
UZUN TOP;İLERİ;GÖNDERMEK;FORVET;KOŞU;PAS;4
KISA PAS;YAKIN;OYUN;KURMAK;TOPU TUTMAK;TAKIM;4
DUVAR PASI;İKİ OYUNCU;GEÇMEK;HIZLI;VER KAÇ;TEKNİK;5
AŞIRTMA;KALECİ;ÜSTÜNDEN;ZARİF;GOL;VURUŞ;4
FÜZE GOL;SERT;UZAK;AĞ;ŞUT;GÜZEL;4
RÖVAŞATA;HAVA;TERS;AKROBASİ;GOL;ZOR;3
KAFA GOLÜ;ZIPLAMAK;ORTA;ALIN;AĞ;GOL;3
FRİKİK GOLÜ;DUVAR;KAVİS;SERBEST;AĞ;VURUŞ;3
PENALTI KAÇIRMAK;KALECİ;DIŞARI;ÜZÜLMEK;TRİBÜN;NOKTA;3
KALECİ KURTARIŞI;UÇMAK;TOP;ENGELLEMEK;ALKIŞ;REFLEKS;3
ÇİZGİDEN DÖNMEK;GOL OLMAMAK;SAVUNMA;SON ANDA;KURTARMAK;TOP;4
DİREKTEN DÖNMEK;ŞANSSIZ;GOL OLMAMAK;SES;YAKIN;ÜZÜLMEK;4
GOL İPTALİ;VAR;HAKEM;SEVİNÇ;BİTMEK;KARAR;4
TEKRAR İZLEME;VAR;EKRAN;KARAR;HAKEM;YAVAŞ;4
HAKEM HATASI;TARTIŞMA;GÜNDEM;TARAFTAR;İTİRAZ;MAÇ;3
HÜCUM FUTBOLU;GOL;RİSK;İLERİ;SEYİRLİK;TAKTİK;4
SAVUNMA FUTBOLU;KAPALI;GOL YEMEMEK;KONTRA;SIKICI;TAKTİK;4
FUTBOL AŞKI;TUTKU;TARAFTAR;ÇOCUKLUK;MAÇ;SEVGİ;3
SOKAK FUTBOLU;ARKADAŞ;TAŞ KALE;MAHALLE;TOP;ÇOCUKLUK;3
MAHALLE MAÇI;ARKADAŞ;AKŞAM;SAHA;TOP;OYNAMAK;3
EFSANE KALECİ;KURTARIŞ;YILLAR;ELDİVEN;GOL YEMEMEK;ÜNLÜ;4
ASİST KRALI;PAS;EN ÇOK;SEZON;ÖDÜL;OYUNCU;4
YILIN FUTBOLCUSU;ÖDÜL;SEÇİLMEK;SEZON;TÖREN;BAŞARI;4
ALTIN TOP;ÖDÜL;DÜNYA;FUTBOLCU;YIL;SEÇİM;3
EMEKLİLİK MAÇI;VEDA;TARAFTAR;GÖZYAŞI;FORMA;SON;4
FORMA ASMAK;BIRAKMAK;SON;KARİYER;VEDA;NUMARA;4
YORUMCULUK;EKRAN;MAÇ;ANLATMAK;ESKİ OYUNCU;GÖRÜŞ;5
SPOR KULÜBÜ;ÜYE;BRANŞ;RENK;ARMA;KURULUŞ;3
BASKETBOL TAKIMI;POTA;SALON;BEŞ KİŞİ;KULÜP;MAÇ;3
VOLEYBOL TAKIMI;FİLE;SALON;ALTI KİŞİ;KULÜP;MAÇ;3
HENTBOL TAKIMI;SALON;KALE;EL;KULÜP;MAÇ;5
SALON SPORU;KAPALI;PARKE;SEYİRCİ;MAÇ;TAKIM;4
PARKE;SALON;AHŞAP;BASKETBOL;PARLAK;ZEMİN;4
POTA ALTI;MÜCADELE;RİBAUND;UZUN;OYUNCU;SAYI;4
FAUL LİMİTİ;BEŞ;ÇIKMAK;BASKETBOL;OYUNCU;KURAL;5
MİLLİ TAKIM KAMPI;OYUNCU;TOPLANMAK;ANTRENMAN;FORMA;HAZIRLIK;4
AY YILDIZLILAR;MİLLİ;TAKIM;TARAFTAR;FORMA;LAKAP;4
KADRO AÇIKLAMASI;LİSTE;İSİM;HOCA;MAÇ;ÖNCE;4
İLK ONBİR;BAŞLAMAK;KADRO;LİSTE;SAHA;OYUNCU;3
YEDEK OYUNCU;BEKLEMEK;GİRMEK;KULÜBE;KADRO;ŞANS;3
OYUNA GİRMEK;DEĞİŞİKLİK;NUMARA;TABELA;SAHA;YEDEK;3
OYUNDAN ÇIKMAK;ALKIŞ;YORGUN;DEĞİŞİKLİK;KENAR;TABELA;3
SAHA İÇİ LİDER;KONUŞMAK;YÖNLENDİRMEK;TECRÜBE;KAPTAN;TAKIM;5
TECRÜBELİ OYUNCU;YAŞ;YILLAR;SAKİN;ÖRNEK;KADRO;4
FORMA ŞANSI;OYNAMAK;BEKLEMEK;HOCA;KADRO;ŞANS;4
TAKIM İÇİ REKABET;YER;MÜCADELE;ANTRENMAN;KADRO;GELİŞİM;5
ŞAMPİYONLUK YARIŞI;PUAN;SON HAFTA;GERGİN;TAKIM;LİG;4
SON HAFTA;PUAN;ŞAMPİYON;GERGİN;MAÇ;LİG;4
PUAN KAYBI;BERABERLİK;YENİLGİ;ÜZÜNTÜ;LİG;MAÇ;4
LİDERLİK;BİRİNCİ;PUAN;TABLO;LİG;KORUMAK;3
KOVALAMACA;PUAN;LİDER;YAKLAŞMAK;LİG;HEYECAN;4
KRİTİK MAÇ;ÖNEMLİ;PUAN;GERGİN;SONUÇ;LİG;3
TARAFTAR DESTEĞİ;TRİBÜN;SES;GÜÇ;MAÇ;KAZANMAK;3
TARİHÎ ZAFER;UNUTULMAZ;MAÇ;KAZANMAK;ANLATILMAK;GURUR;4
SPOR TARİHİ;REKOR;EFSANE;YIL;ANLATILMAK;KAYIT;4
REKOR KIRMAK;EN İYİ;GEÇMEK;TARİH;ALKIŞ;SAYI;3
EFSANE OLMAK;UNUTULMAZ;YILLAR;ANLATILMAK;BAŞARI;İSİM;4
