kelime;yasakli1;yasakli2;yasakli3;yasakli4;yasakli5;zorluk
SURLAR;İSTANBUL;KALIN;KUŞATMA;TAŞ;KORUMAK;3
KUŞATMA;ŞEHİR;ÇEVRELEMEK;BEKLEMEK;TESLİM;ORDU;2
ATATÜRK;CUMHURİYET;KURUCU;MAVİ GÖZ;NUTUK;ÖNDER;1
CUMHURİYET;İLAN;YÖNETİM;HALK;ANKARA;BAYRAM;1
ÇANAKKALE;GEÇİLMEZ;SAVAŞ;BOĞAZ;ŞEHİT;DESTAN;1
SAKARYA;SAVAŞ;NEHİR;ZAFER;GERİ ÇEKİLMEK;KOMUTAN;3
LOZAN;ANTLAŞMA;İSVİÇRE;SINIR;TANINMA;İMZA;2
SAMSUN;ÇIKMAK;ONDOKUZ MAYIS;BANDIRMA;BAŞLANGIÇ;VAPUR;2
AMASYA GENELGESİ;KARAR;MİLLET;YAYIN;BAĞIMSIZLIK;İLK;5
ERZURUM KONGRESİ;TOPLANTI;KARAR;DOĞU;VATAN;BÖLÜNMEZ;5
HARF DEVRİMİ;LATİN;ALFABE;OKUL;DEĞİŞİM;YAZI;2
NUTUK;ATATÜRK;KİTAP;ANLATMAK;OTUZ ALTI SAAT;TARİH;3
TBMM;MECLİS;ANKARA;AÇILIŞ;MİLLETVEKİLİ;YASA;2
İSMET İNÖNÜ;İKİNCİ;CUMHURBAŞKANI;LOZAN;SAĞIR;ASKER;3
MİSAK I MİLLİ;SINIR;KARAR;MECLİS;VATAN;YEMİN;4
MİLLİ MÜCADELE;VATAN;DÜŞMAN;KURTULMAK;CEPHE;HALK;2
CEPHE;SAVAŞ;HAT;ASKER;ÖN;DÜŞMAN;2
ANTLAŞMA;İMZA;BARIŞ;İKİ TARAF;MADDE;SON;2
MISIR PİRAMİTLERİ;TAŞ;ÜÇGEN;MEZAR;FİRAVUN;ÇÖL;1
FİRAVUN;MISIR;KRAL;TANRI;MEZAR;ALTIN;2
SFENKS;ASLAN;İNSAN;HEYKEL;MISIR;BİLMECE;3
ANTİK ROMA;İMPARATOR;LATİN;ARENA;YOL;İTALYA;2
GLADYATÖR;ARENA;KILIÇ;DÖVÜŞMEK;KÖLE;SEYİRCİ;2
KOLEZYUM;ROMA;ARENA;YUVARLAK;YIKIK;SEYİRCİ;3
SEZAR;ROMA;İMPARATOR;İHANET;BIÇAK;SENATO;2
KLEOPATRA;MISIR;KRALİÇE;GÜZELLİK;YILAN;ROMA;2
TROYA;AT;SAVAŞ;TAHTA;ÇANAKKALE;HİLE;2
SPARTA;SAVAŞÇI;YUNAN;SERT;EĞİTİM;ÜÇ YÜZ;3
ATİNA;YUNAN;DEMOKRASİ;ŞEHİR;FELSEFE;TAPINAK;2
DEMOKRASİ;HALK;SEÇİM;OY;YÖNETİM;SÖZ;2
VİKİNG;GEMİ;KUZEY;MİĞFER;AKIN;DENİZCİ;2
ŞÖVALYE;ZIRH;AT;KILIÇ;ORTA ÇAĞ;ONUR;2
HAÇLI SEFERİ;ORDU;KUDÜS;ORTA ÇAĞ;DİN;AVRUPA;3
ORTA ÇAĞ;KARANLIK;AVRUPA;ŞATO;DÖNEM;YÜZYIL;2
VEBA;SALGIN;ORTA ÇAĞ;ÖLÜM;FARE;KARA;2
ŞATO;TAŞ;KULE;HENDEK;KRAL;AVRUPA;2
KEŞİFLER ÇAĞI;GEMİ;YENİ KITA;HARİTA;DENİZ;ALTIN;3
KOLOMB;AMERİKA;GEMİ;KEŞİF;YANLIŞLIKLA;HİNDİSTAN;2
MAGELLAN;DÜNYA;TUR;GEMİ;İLK;OKYANUS;3
SANAYİ DEVRİMİ;FABRİKA;MAKİNE;İNGİLTERE;ÜRETİM;BUHAR;2
BUHAR MAKİNESİ;TREN;İCAT;GÜÇ;FABRİKA;PİSTON;3
FRANSIZ İHTİLALİ;ÖZGÜRLÜK;EŞİTLİK;KRAL;HALK;DEĞİŞİM;3
NAPOLYON;FRANSA;KISA;SAVAŞ;İMPARATOR;SÜRGÜN;2
DÜNYA SAVAŞI;CEPHE;MİLYON;ORDU;YIKIM;BARIŞ;2
SOĞUK SAVAŞ;İKİ BLOK;SİLAH;GERGİNLİK;CASUS;YARIŞ;3
BERLİN DUVARI;YIKMAK;İKİYE;ALMANYA;AYIRMAK;GEÇİŞ;3
AYA AYAK BASMA;ASTRONOT;ADIM;ROKET;İLK;GÖRÜNTÜ;3
SÜMERLER;YAZI;MEZOPOTAMYA;TABLET;İLK;UYGARLIK;3
HİTİTLER;ANADOLU;ÇORUM;KADEŞ;DEVLET;ESKİ;3
URARTU;VAN;KALE;ANADOLU;SU KANALI;UYGARLIK;4
LİDYALILAR;PARA;İLK;SİKKE;BATI ANADOLU;TİCARET;3
FRİGLER;MİDAS;ANADOLU;KRAL;ALTIN;EFSANE;4
MEZOPOTAMYA;İKİ NEHİR;BEREKETLİ;UYGARLIK;İLK;TOPRAK;3
HAMURABİ;KANUN;BABİL;TAŞ;YAZMAK;KRAL;4
GÖBEKLİTEPE;ŞANLIURFA;TAPINAK;EN ESKİ;DİKİLİ TAŞ;KAZI;2
ÇATALHÖYÜK;KONYA;YERLEŞİM;EN ESKİ;EV;KAZI;4
TAŞ DEVRİ;İLKEL;ALET;MAĞARA;AV;İLK İNSAN;2
TUNÇ ÇAĞI;MADEN;ALAŞIM;ALET;DÖNEM;ERİTMEK;4
MAĞARA RESMİ;DUVAR;AV;ELİN İZİ;İLKEL;ÇİZİM;3
TEKERLEĞİN İCADI;YUVARLAK;TAŞIMAK;DEVRİM;İLK;DÖNMEK;3
YAZININ İCADI;TABLET;KAYIT;TARİH;BAŞLANGIÇ;SÜMER;3
ARKEOLOJİ;KAZI;FIRÇA;ESKİ;BULUNTU;TOPRAK;2
HÖYÜK;TEPE;KATMAN;YERLEŞİM;KAZI;ESKİ;3
LAHİT;MEZAR;TAŞ;KAPAK;SÜSLÜ;ANTİK;4
ANTİK KENT;KALINTI;SÜTUN;TİYATRO;GEZMEK;TAŞ;2
SÜTUN;TAŞ;DİK;TAPINAK;TAŞIMAK;ANTİK;2
AKROPOL;TEPE;ANTİK;TAPINAK;YUNAN;ŞEHİR;4
EFES;ANTİK;İZMİR;KÜTÜPHANE;TİYATRO;TURİST;2
NEMRUT;HEYKEL;BAŞ;DAĞ;ADIYAMAN;GÜN DOĞUMU;3
ANITKABİR;ANKARA;ATATÜRK;ASLANLI YOL;ZİYARET;TÖREN;1
İSTİKLAL MARŞI;MEHMET ÂKİF;ŞİİR;KABUL;AYAKTA;MİLLİ;2
MEHMET ÂKİF;ŞAİR;İSTİKLAL;SAFAHAT;VATAN;ERSOY;3
HALİFELİK;İSLAM;LİDER;KALDIRMAK;OSMANLI;MAKAM;4
SALTANAT;PADİŞAH;YÖNETİM;KALDIRMAK;HANEDAN;TAHT;3
HANEDAN;AİLE;SOY;YÖNETMEK;KRAL;DEVAM;3
TAHT;OTURMAK;KRAL;ALTIN;GÜÇ;SARAY;2
TAÇ;KRAL;BAŞ;ALTIN;TAKMAK;MÜCEVHER;1
İMPARATOR;GENİŞ;YÖNETMEK;TAHT;ÜLKELER;GÜÇ;2
KRALİÇE;KADIN;TAHT;SARAY;YÖNETMEK;TAÇ;1
ZAFER;KAZANMAK;SAVAŞ;KUTLAMA;ORDU;BAYRAM;1
YENİLGİ;KAYBETMEK;SAVAŞ;GERİ;ÜZÜNTÜ;SONUÇ;2
İSYAN;AYAKLANMA;HALK;KARŞI;BASTIRMAK;ÖFKE;3
DEVRİM;DEĞİŞİM;YENİ;ESKİYİ YIKMAK;HALK;HIZLI;2
GÖÇ;KAFİLE;YENİ YURT;ZORUNLU;YOL;AYRILMAK;1
KÖLELİK;ZİNCİR;SATMAK;ÖZGÜRLÜK;KALDIRMAK;ÇALIŞTIRMAK;3
SÖMÜRGE;İŞGAL;KAYNAK;AVRUPA;BAĞIMSIZLIK;ÜLKE;3
BAĞIMSIZLIK;ÖZGÜR;DEVLET;SAVAŞ;İLAN;İSTİKLAL;2
ANAYASA;TEMEL;YASA;DEVLET;MADDE;KABUL;2
SEÇİM;OY;SANDIK;ADAY;HALK;SONUÇ;1
PARLAMENTO;MECLİS;VEKİL;OYLAMA;YASA;KÜRSÜ;3
TARİH ÖNCESİ;YAZI YOK;İLKEL;DÖNEM;MAĞARA;İNSAN;3
YÜZYIL;DÖNEM;TARİH;ASIR;GEÇMEK;UZUN SÜRE;2
MİLAT;BAŞLANGIÇ;TAKVİM;ÖNCE;SONRA;SIFIR;4
KRONOLOJİ;SIRA;TARİH;OLAY;DİZMEK;ZAMAN;4
OSMANLICA;ARAP HARFİ;ESKİ;YAZI;OKUMAK;DEVLET;3
DEVŞİRME;ÇOCUK;TOPLAMAK;EĞİTİM;YENİÇERİ;SİSTEM;4
SÜLEYMANİYE;CAMİ;İSTANBUL;KUBBE;SİNAN;TEPE;3
AYASOFYA;İSTANBUL;KUBBE;MOZAİK;TARİH;İBADET;1
KAPALIÇARŞI;İSTANBUL;DÜKKÂN;LABİRENT;ALIŞVERİŞ;TARİHÎ;2
BÜYÜK İSKENDER;MAKEDONYA;FETİH;DOĞU;GENÇ;AT;2
GÖKTÜRKLER;ORHUN;İLK;TÜRK;DEVLET;YAZIT;3
ORHUN YAZITLARI;TAŞ;TÜRKÇE;İLK;MOĞOLİSTAN;KİTABE;3
UYGURLAR;TÜRK;MATBAA;YERLEŞİK;ALFABE;DEVLET;4
HUNLAR;ATTİLA;ATLI;AKIN;AVRUPA;TÜRK;3
ATTİLA;HUN;HÜKÜMDAR;KORKU;AVRUPA;AT;3
CENGİZ HAN;MOĞOL;ORDU;FETİH;BOZKIR;İMPARATORLUK;2
MOĞOL İSTİLASI;YIKIM;DOĞU;ORDU;AKIN;ŞEHİR;5
TİMUR;ANKARA;SAVAŞ;TOPAL;SEMERKANT;ORDU;3
ANKARA SAVAŞI;TİMUR;YILDIRIM;YENİLGİ;FETRET;OSMANLI;5
KOSOVA;SAVAŞ;BALKAN;MURAT;ZAFER;OSMANLI;3
NİĞBOLU;SAVAŞ;HAÇLI;ZAFER;TUNA;OSMANLI;4
MOHAÇ;SAVAŞ;MACARİSTAN;KANUNİ;İKİ SAAT;ZAFER;2
VİYANA KUŞATMASI;BAŞARISIZ;AVUSTURYA;ORDU;GERİ;OSMANLI;3
EMEVİLER;İSLAM;ŞAM;DEVLET;HALİFE;ARAP;4
ABBASİLER;BAĞDAT;İSLAM;DEVLET;BİLİM;HALİFE;4
ENDÜLÜS;İSPANYA;İSLAM;KURTUBA;BİLİM;DÖNEM;4
BAHARAT YOLU;TİCARET;DOĞU;GEMİ;DEĞERLİ;YOL;3
SİKKE;PARA;METAL;BASMAK;YUVARLAK;ESKİ;3
HAZİNE;ALTIN;SANDIK;SAKLAMAK;DEĞERLİ;SARAY;2
BERAT;BELGE;İZİN;PADİŞAH;YAZILI;VERMEK;3
LALA;ŞEHZADE;HOCA;YETİŞTİRMEK;SARAY;DANIŞMAN;3
HAREM;SARAY;BÖLÜM;KADIN;KAPALI;OSMANLI;2
ENDERUN;SARAY;OKUL;EĞİTİM;DEVLET;YETİŞTİRMEK;4
MEHTER;BANDO;DAVUL;YÜRÜMEK;ASKER;TARİHÎ;2
GÜLLE;TOP;AĞIR;DEMİR;ATMAK;KALE;2
KALE;SUR;KULE;SAVUNMA;TEPE;TAŞ;1
HENDEK;ÇUKUR;SAVUNMA;KALE;SU;GEÇİT;3
MANCINIK;ATMAK;TAŞ;KUŞATMA;KOL;ESKİ;3
YAY;GERMEK;OK;ATMAK;İP;ASKER;1
KILIÇ;KESKİN;KIN;SAVAŞ;ÇEKMEK;ÇELİK;1
ZIRH;METAL;KORUMAK;AĞIR;ŞÖVALYE;GİYMEK;2
MİĞFER;BAŞ;METAL;KORUMAK;ASKER;TAKMAK;2
KALKAN;TUTMAK;KORUMAK;DARBE;YUVARLAK;SAVAŞ;1
MIZRAK;UZUN;UÇ;ATMAK;ASKER;SİVRİ;2
SAVAŞ ARABASI;AT;TEKERLEK;ANTİK;ÇEKMEK;SÜRMEK;3
LEJYONER;ROMA;ASKER;DÜZEN;KALKAN;ORDU;4
FİLOZOF;DÜŞÜNMEK;SORU;YUNAN;BİLGELİK;SAKAL;2
SOKRATES;YUNAN;SORU;FELSEFE;ZEHİR;BİLMEK;3
PLATON;YUNAN;İDEA;FELSEFE;AKADEMİ;ÖĞRENCİ;4
ARİSTO;YUNAN;MANTIK;FELSEFE;İSKENDER;HOCA;3
KONFÜÇYÜS;ÇİN;BİLGE;ÖĞÜT;AHLAK;DÜŞÜNÜR;4
ÇİN SEDDİ;UZUN;DUVAR;KORUMAK;TAŞ;YÜRÜMEK;2
TERRAKOTA ORDUSU;ÇİN;HEYKEL;ASKER;MEZAR;TOPRAK;5
SAMURAY;JAPON;KILIÇ;ONUR;SAVAŞÇI;ZIRH;2
NİNJA;JAPON;GİZLİ;SİYAH;GÖLGE;USTALIK;2
MAYA UYGARLIĞI;TAKVİM;PİRAMİT;ORTA AMERİKA;KAYBOLMAK;TAPINAK;3
İNKA;AND;DAĞ;ALTIN;YOL;UYGARLIK;2
AZTEK;MEKSİKA;TAPINAK;KURBAN;UYGARLIK;ALTIN;3
KIZILDERİLİ;AMERİKA;TÜY;ÇADIR;YERLİ;AT;2
KOVBOY;AMERİKA;ŞAPKA;AT;VAHŞİ BATI;KEMENT;2
ALTINA HÜCUM;AMERİKA;KAZMAK;ZENGİN;NEHİR;AKIN;4
BUHARLI GEMİ;PERVANE;DUMAN;NEHİR;YOLCU;ESKİ;3
TİTANİK;BUZDAĞI;BATMAK;GEMİ;OKYANUS;LÜKS;1
SÜVEYŞ KANALI;GEMİ;MISIR;KISA YOL;AÇMAK;TİCARET;5
GUTENBERG;MATBAA;KİTAP;ALMAN;BASKI;İCAT;3
REFORM;KİLİSE;DEĞİŞİM;AVRUPA;LUTHER;İNANÇ;4
AYDINLANMA;AKIL;BİLİM;AVRUPA;ÇAĞ;DÜŞÜNCE;3
MİLLİYETÇİLİK;ULUS;BAYRAK;DEVLET;AKIM;BİRLİK;5
ATEŞKES;DURDURMAK;SAVAŞ;GEÇİCİ;GÖRÜŞME;SİLAH;3
TAZMİNAT;ÖDEMEK;KAYBEDEN;SAVAŞ;PARA;ANTLAŞMA;4
İŞGAL;GİRMEK;ASKER;TOPRAK;YABANCI;DİRENİŞ;2
DİRENİŞ;KARŞI KOYMAK;HALK;İŞGAL;SİLAH;VAZGEÇMEMEK;3
KAHRAMAN;CESUR;ANLATILAN;DESTAN;HALK;ÖRNEK;1
ŞEHİT;VATAN;CAN;SAVAŞ;ANMAK;MEZAR;2
GAZİ;SAVAŞ;DÖNMEK;YARA;ONUR;ASKER;2
MADALYA;ONUR;BOYUN;TÖREN;ALTIN;VERMEK;2
ANIT;TAŞ;DİKMEK;HATIRLAMAK;MEYDAN;ABİDE;2
TARİHÎ ESER;KORUMAK;ESKİ;KAÇAKÇILIK;DEĞERLİ;KAZI;3
RESTORASYON;ONARMAK;ESKİ;ASLINA;YAPI;UZUN;5
NÜFUS SAYIMI;SAYMAK;DEVLET;KAYIT;ON YIL;EVDE;5
AHİLİK;ESNAF;AHLAK;TEŞKİLAT;USTA;YARDIM;4
TANZİMAT;FERMAN;YENİLİK;OSMANLI;BATI;DÖNEM;4
MEŞRUTİYET;MECLİS;PADİŞAH;İLAN;ANAYASA;SINIR;4
JÖN TÜRKLER;GENÇ;DEĞİŞİM;OSMANLI;HAREKET;AYDIN;4
SEFERBERLİK;ASKER;ÇAĞIRMAK;SAVAŞ;HAZIRLIK;İLAN;3
MÜTAREKE;ATEŞ KESMEK;OSMANLI;İŞGAL;İMZA;SON;4
KUVAYI MİLLİYE;HALK;SİLAH;DİRENİŞ;YEREL;CEPHE;3
BAŞKOMUTAN;ORDU;YÖNETMEK;SAVAŞ;YETKİ;MECLİS;3
ORDU;ASKER;KOMUTAN;SAVAŞ;BÜYÜK;YÜRÜMEK;1
KOMUTAN;EMİR;ASKER;RÜTBE;ORDU;PLAN;2
RÜTBE;ASKER;OMUZ;YILDIZ;YÜKSELMEK;İŞARET;3
ÜNİFORMA;ASKER;AYNI;GİYMEK;RESMİ;RENK;2
KIŞLA;ASKER;YATAKHANE;EĞİTİM;BİNA;DÜZEN;2
TATBİKAT;ASKER;DENEME;SAVAŞ GİBİ;EĞİTİM;SAHA;4
CASUS;GİZLİ;BİLGİ;DÜŞMAN;SIZMAK;ÇALMAK;2
ŞİFRE ÇÖZMEK;GİZLİ;MESAJ;ANLAMAK;SAVAŞ;ANAHTAR;3
PROPAGANDA;AFİŞ;İNANDIRMAK;HALK;MESAJ;YAYMAK;3
AFİŞ;DUVAR;RESİM;DUYURU;ASMAK;BÜYÜK;1
SANSÜR;YASAK;KESMEK;YAYIN;İZİN;GİZLEMEK;3
HAPİS;CEZA;PARMAKLIK;YIL;KAPALI;MAHKEME;2
MAHKEME;YARGIÇ;KARAR;SALON;TARAF;ADALET;2
ADALET;TERAZİ;EŞİT;HAK;DOĞRU;DAĞITMAK;2
HUKUK;KURAL;ADALET;OKUMAK;DEVLET;AVUKAT;2
GÜNEŞ TAKVİMİ;YIL;AY;HESAP;ESKİ;GÜN;5
SU SAATİ;ZAMAN;AKMAK;ESKİ;ÖLÇMEK;KAP;4
GÜNEŞ SAATİ;GÖLGE;ÇUBUK;ZAMAN;TAŞ;BAHÇE;3
KÂŞİF;YENİ;GEZMEK;BULMAK;GEMİ;CESUR;2
PİRİ REİS;HARİTA;DENİZCİ;OSMANLI;ÇİZMEK;KİTAP;3
EVLİYA ÇELEBİ;GEZMEK;YAZMAK;SEYAHATNAME;OSMANLI;ANLATMAK;3
KATİP ÇELEBİ;YAZAR;OSMANLI;ESER;BİLİM;KİTAP;4
HEZARFEN;UÇMAK;KANAT;GALATA;BOĞAZ;İLK;3
LAGARİ;ROKET;UÇMAK;OSMANLI;BARUT;DENEME;4
BARUT;PATLAMA;ÇİN;İCAT;TOP;SİLAH;2
KÂĞIT İCADI;ÇİN;YAZMAK;İNCE;ÜRETMEK;DEVRİM;3
ATEŞİN BULUNMASI;İLKEL;ISINMAK;PİŞİRMEK;MAĞARA;KIVILCIM;3
TARIMA GEÇİŞ;YERLEŞİK;EKMEK;TOHUM;KÖY;DEĞİŞİM;5
YERLEŞİK HAYAT;KÖY;EV;TARIM;DURMAK;GÖÇEBE DEĞİL;5
GÖÇEBE;ÇADIR;SÜRÜ;DOLAŞMAK;YERLEŞMEMEK;BOZKIR;3
ÇADIR;BEZ;KURMAK;DİREK;KAMP;İÇİNDE;1
BOZKIR;GENİŞ;OT;AT;ORTA ASYA;DÜZ;3
ORTA ASYA;TÜRK;ANA YURT;BOZKIR;GÖÇ;COĞRAFYA;3
EFSANE;ANLATI;GERÇEK DIŞI;KUŞAK;ESKİ;KAHRAMAN;2
MİTOLOJİ;TANRI;HİKÂYE;YUNAN;ESKİ;İNANÇ;3
TAPINAK;İBADET;SÜTUN;ANTİK;TANRI;TAŞ;2
RAHİP;DİN;TAPINAK;GÖREVLİ;TÖREN;GİYSİ;3
SARAY;PADİŞAH;BÜYÜK;ODA;SÜSLÜ;YAŞAMAK;1
HİEROGLİF YAZISI;MISIR;RESİM;ÇÖZMEK;TAŞ;İŞARET;5
BABİL;ASMA BAHÇE;KULE;MEZOPOTAMYA;ESKİ;ŞEHİR;2
PAPİRÜS;MISIR;BİTKİ;YAZMAK;RULO;ESKİ;4
